gate length,Theta,Phi,dt,combination,total time,computing time,Case
0,0.008516911,5.85461972,2.6,[],0.0,0.015658617,
0,0.008885726,2.298018036,2.6,[],0.0,0.0,
0,0.009264377,5.83619649,2.6,[],0.0,0.0,
0,0.009564309,3.047851926,2.6,[],0.0,0.0,
0,0.009675646,5.987972865,2.6,[],0.0,0.0,
0,0.009777755,5.74949506,2.6,[],0.0,0.001997709,
0,0.009890214,0.094992265,2.6,[],0.0,0.002023697,
0,0.009896472,1.921748314,2.6,[],0.0,0.015856028,
0,0.009976004,0.823030247,2.6,[],0.0,0.002025127,
0,0.01008205,4.612132826,2.6,[],0.0,0.0,
0,0.010344304,2.585964676,2.6,[],0.0,0.0,
0,0.010458224,0.972725754,2.6,[],0.0,0.005001307,
0,0.010546249,2.265347933,2.6,[],0.0,0.003000498,
0,0.010585752,3.11831868,2.6,[],0.0,0.001023531,
0,0.010693897,4.843037924,2.6,[],0.0,0.0,
0,0.01092567,2.837569576,2.6,[],0.0,0.001999855,
0,0.010971446,2.435495828,2.6,[],0.0,0.013608932,
0,0.01139211,3.39278825,2.6,[],0.0,0.00199914,
0,0.012161458,2.418851255,2.6,[],0.0,0.0,
0,0.01219224,4.362819213,2.6,[],0.0,0.0,
0,0.012309589,1.090420909,2.6,[],0.0,0.0,
0,0.012350794,3.25218814,2.6,[],0.0,0.001021147,
0,0.012374475,0.019670024,2.6,[],0.0,0.0,
0,0.012676344,4.004320085,2.6,[],0.0,0.001999617,
0,0.013071818,4.454113694,2.6,[],0.0,0.002018452,
0,0.01310012,3.293571502,2.6,[],0.0,0.001998901,
0,0.013205684,0.92514059,2.6,[],0.0,0.0,
0,0.013486949,5.985422565,2.6,[],0.0,0.004790306,
0,0.013535395,1.7904363,2.6,[],0.0,0.0,
0,0.013576013,0.704245867,2.6,[],0.0,0.0,
0,0.013625775,1.617204554,2.6,[],0.0,0.003000498,
0,0.013686306,2.757849953,2.6,[],0.0,0.0,
0,0.013725816,2.417986876,2.6,[],0.0,0.002020121,
0,0.013780902,5.924428756,2.6,[],0.0,0.0,
0,0.013860554,5.067184188,2.6,[],0.0,0.002021313,
0,0.013891856,5.53929083,2.6,[],0.0,0.002018213,
0,0.01401658,0.646784943,2.6,[],0.0,0.003000021,
0,0.014392853,0.348411265,2.6,[],0.0,0.0,
0,0.014692194,3.691012729,2.6,[],0.0,0.0,
0,0.014804083,3.147713895,2.6,[],0.0,0.0,
0,0.014885232,3.576579032,2.6,[],0.0,0.0,
0,0.014894452,0.44521876,2.6,[],0.0,0.001019478,
0,0.014903301,5.378673346,2.6,[],0.0,0.00199914,
0,0.014940264,3.830871677,2.6,[],0.0,0.001997471,
0,0.015076485,5.936639827,2.6,[],0.0,0.002023935,
0,0.015282852,4.098536415,2.6,[],0.0,0.0,
0,0.015622534,5.848142579,2.6,[],0.0,0.0,
0,0.015905608,1.968720082,2.6,[],0.0,0.001024485,
0,0.01605247,5.261014473,2.6,[],0.0,0.0,
0,0.016091023,0.607484443,2.6,[],0.0,0.0,
0,0.0161352,2.40848835,2.6,[],0.0,0.00101328,
0,0.016153025,4.947448661,2.6,[],0.0,0.0,
0,0.01635914,2.133892489,2.6,[],0.0,0.0,
0,0.016383089,2.875379345,2.6,[],0.0,0.0,
0,0.016533484,2.273766079,2.6,[],0.0,0.0,
0,0.016647793,3.657219489,2.6,[],0.0,0.0,
0,0.016658408,4.874883629,2.6,[],0.0,0.002018929,
0,0.01671026,5.592127271,2.6,[],0.0,0.0,
0,0.016748264,5.342647864,2.6,[],0.0,0.002022505,
0,0.0167615,2.754433903,2.6,[],0.0,0.0,
0,0.016821012,0.361850242,2.6,[],0.0,0.0,
0,0.016845617,4.761717075,2.6,[],0.0,0.0,
0,0.016847179,5.94113093,2.6,[],0.0,0.00199914,
0,0.016877487,5.578927252,2.6,[],0.0,0.000999689,
0,0.01698248,4.776743884,2.6,[],0.0,0.00200057,
0,0.017176314,5.815935867,2.6,[],0.0,0.0,
0,0.017238387,3.436532776,2.6,[],0.0,0.0,
0,0.01747686,4.702157644,2.6,[],0.0,0.0,
0,0.017486901,4.131367735,2.6,[],0.0,0.002513647,
0,0.017594635,1.131315851,2.6,[],0.0,0.006908894,
0,0.017623564,2.146326363,2.6,[],0.0,0.0,
0,0.017805801,2.30560444,2.6,[],0.0,0.003000975,
0,0.017831865,0.483339149,2.6,[],0.0,0.002001047,
0,0.017912823,0.059721448,2.6,[],0.0,0.0,
0,0.01792527,5.408663422,2.6,[],0.0,0.004000902,
0,0.017984648,6.264989392,2.6,[],0.0,0.001020908,
0,0.018046035,4.507282544,2.6,[],0.0,0.002999544,
0,0.018150174,5.724134768,2.6,[],0.0,0.00310111,
0,0.018223748,3.927317797,2.6,[],0.0,0.001998186,
0,0.018549429,2.438129564,2.6,[],0.0,0.0,
0,0.018571808,0.70053837,2.6,[],0.0,0.015627623,
0,0.018877123,2.191727465,2.6,[],0.0,0.001010418,
0,0.018966103,5.846220674,2.6,[],0.0,0.001017809,
0,0.019538817,0.04232594,2.6,[],0.0,0.0,
0,0.020150228,3.72666694,2.6,[],0.0,0.0010252,
0,0.020172045,3.979618937,2.6,[],0.0,0.00200057,
0,0.02035795,4.586483085,2.6,[],0.0,0.002999306,
0,0.020388285,5.683578066,2.6,[],0.0,0.002001762,
0,0.020397491,1.203602367,2.6,[],0.0,0.015790224,
0,0.020605503,2.970082336,2.6,[],0.0,0.0,
0,0.020672,4.5226423,2.6,[],0.0,0.0019989,
0,0.02077999,5.47670358,2.6,[],0.0,0.00300002,
0,0.020792301,0.740131997,2.6,[],0.0,0.0,
0,0.021114667,0.351212117,2.6,[],0.0,0.0,
0,0.021119724,3.46573688,2.6,[],0.0,0.001026154,
0,0.021361925,5.328280497,2.6,[],0.0,0.001998425,
0,0.021434311,4.682093298,2.6,[],0.0,0.0,
0,0.021574224,1.49752475,2.6,[],0.0,0.0,
0,0.0216659,5.62555258,2.6,[],0.0,0.00300026,
0,0.02173576,3.319080308,2.6,[],0.0,0.009049892,
0,0.022142065,6.06901452,2.6,[],0.0,0.002999306,
0,0.022291208,2.13295461,2.6,[],0.0,0.015712976,
0,0.022486886,2.662854001,2.6,[],0.0,0.003000498,
0,0.02261366,4.06054511,2.6,[],0.0,0.0,
0,0.022676218,5.709539032,2.6,[],0.0,0.0,
0,0.022877421,1.108453131,2.6,[],0.0,0.0,
0,0.023185556,1.319543071,2.6,[],0.0,0.015671968,
0,0.02320797,2.37808731,2.6,[],0.0,0.0,
0,0.023337726,1.911223202,2.6,[],0.0,0.002017975,
0,0.023530997,5.401721531,2.6,[],0.0,0.0,
0,0.023590055,1.306463245,2.6,[],0.0,0.0,
0,0.023639821,4.627977824,2.6,[],0.0,0.016136169,
0,0.02364408,6.25572723,2.6,[],0.0,0.00300074,
0,0.023685565,3.431579447,2.6,[],0.0,0.015795708,
0,0.023929742,1.445217544,2.6,[],0.0,0.001010656,
0,0.023931727,1.160150896,2.6,[],0.0,0.015728712,
0,0.023956022,0.090183211,2.6,[],0.0,0.002019405,
0,0.023993915,3.4279475,2.6,[],0.0,0.001015663,
0,0.023995355,0.010569529,2.6,[],0.0,0.0,
0,0.024120687,4.438973555,2.6,[],0.0,0.0,
0,0.024871733,5.717793467,2.6,[],0.0,0.002034664,
0,0.02491308,5.147317733,2.6,[],0.0,0.003000259,
0,0.025250613,1.255665977,2.6,[],0.0,0.015659571,
0,0.025859159,1.799833115,2.6,[],0.0,0.003000259,
0,0.025946732,0.581670342,2.6,[],0.0,0.003000736,
0,0.025948242,0.441398436,2.6,[],0.0,0.002021551,
0,0.026026877,1.411272287,2.6,[],0.0,0.0,
0,0.026113403,5.027106431,2.6,[],0.0,0.0,
0,0.02622487,3.97975062,2.6,[],0.0,0.00300097,
0,0.026506869,2.477550774,2.6,[],0.0,0.0,
0,0.026527274,4.548102005,2.6,[],0.0,0.0,
0,0.026695026,4.687921156,2.6,[],0.0,0.0,
0,0.02672218,5.40807569,2.6,[],0.0,0.00202298,
0,0.026817826,4.544404706,2.6,[],0.0,0.015632868,
0,0.026864358,3.226933929,2.6,[],0.0,0.0,
0,0.02687233,5.796661082,2.6,[],0.0,0.0,
0,0.026908649,3.585037994,2.6,[],0.0,0.0,
0,0.027001036,5.016802844,2.6,[],0.0,0.0,
0,0.0270084,4.573699656,2.6,[],0.0,0.003000498,
0,0.027196159,1.65787469,2.6,[],0.0,0.001998425,
0,0.027240265,3.680619964,2.6,[],0.0,0.001998186,
0,0.02725476,0.991577517,2.6,[],0.0,0.0,
0,0.02748212,0.838347988,2.6,[],0.0,0.0,
0,0.027614825,2.439414674,2.6,[],0.0,0.00200057,
0,0.027639122,5.623649522,2.6,[],0.0,0.001997471,
0,0.027688326,4.639582501,2.6,[],0.0,0.0010221,
0,0.027714388,3.718735024,2.6,[],0.0,0.00443697,
0,0.027775864,0.432581147,2.6,[],0.0,0.0,
0,0.02785061,0.11134489,2.6,[],0.0,0.0,
0,0.02796573,1.340335766,2.6,[],0.0,0.0,
0,0.02799512,3.43024383,2.6,[],0.0,0.00202322,
0,0.028373133,1.336358171,2.6,[],0.0,0.0,
0,0.02846784,0.35683459,2.6,[],0.0,0.00199842,
0,0.028612982,3.275602072,2.6,[],0.0,0.001998663,
0,0.028887412,0.316891895,2.6,[],0.0,0.002018929,
0,0.028939815,0.887836864,2.6,[],0.0,0.008990049,
0,0.028947743,2.736847904,2.6,[],0.0,0.0,
0,0.029012226,3.588408456,2.6,[],0.0,0.0,
0,0.02909259,2.69928623,2.6,[],0.0,0.0030005,
0,0.029157009,2.989298107,2.6,[],0.0,0.0,
0,0.029214528,4.306178211,2.6,[],0.0,0.002001524,
0,0.029244143,4.215271888,2.6,[],0.0,0.0,
0,0.029254825,2.205008649,2.6,[],0.0,0.0,
0,0.029552988,1.886535437,2.6,[],0.0,0.001018763,
0,0.02961232,3.846806127,2.6,[],0.0,0.015691042,
0,0.029765154,5.065357471,2.6,[],0.0,0.0,
0,0.029804817,2.358895842,2.6,[],0.0,0.002999783,
0,0.029845216,0.327228548,2.6,[],0.0,0.0,
0,0.029916112,2.67123216,2.6,[],0.0,0.001997948,
0,0.03009076,2.29628074,2.6,[],0.0,0.00101137,
0,0.030117017,5.634947995,2.6,[],0.0,0.001998425,
0,0.030227008,3.498917895,2.6,[],0.0,0.003000736,
0,0.030258496,0.485645068,2.6,[],0.0,0.0,
0,0.030269315,0.100776253,2.6,[],0.0,0.002000093,
0,0.030324176,3.274610345,2.6,[],0.0,0.00199914,
0,0.030392481,2.773550938,2.6,[],0.0,0.0,
0,0.030462455,6.08985794,2.6,[],0.0,0.015633583,
0,0.030680267,6.067610258,2.6,[],0.0,0.002026558,
0,0.031054956,1.044716206,2.6,[],0.0,0.010592699,
0,0.031149573,5.24990355,2.6,[],0.0,0.002023697,
0,0.03134292,1.0114376,2.6,[],0.0,0.00300097,
0,0.031561048,4.621088614,2.6,[],0.0,0.003000021,
0,0.0317093,4.46804775,2.6,[],0.0,0.00199914,
0,0.031744849,5.814545173,2.6,[],0.0,0.0,
0,0.031850157,4.894248965,2.6,[],0.0,0.002021074,
0,0.031999986,4.293868597,2.6,[],0.0,0.002018929,
0,0.032058209,3.970581982,2.6,[],0.0,0.0,
0,0.03221499,4.41328658,2.6,[],0.0,0.00199914,
0,0.032245758,5.244328664,2.6,[],0.0,0.0,
0,0.032249669,1.943158515,2.6,[],0.0,0.001997948,
0,0.032263067,1.636999379,2.6,[],0.0,0.0,
0,0.032625578,5.013040825,2.6,[],0.0,0.0,
0,0.032785525,5.80288594,2.6,[],0.0,0.003642082,
0,0.033023705,6.111202006,2.6,[],0.0,0.0,
0,0.0330419,2.56780957,2.6,[],0.0,0.00300026,
0,0.033176043,0.852532283,2.6,[],0.0,0.0,
0,0.033409608,3.870611209,2.6,[],0.0,0.0,
0,0.033413294,1.24169756,2.6,[],0.0,0.0,
0,0.033465518,3.276105868,2.6,[],0.0,0.0,
0,0.03381639,6.15084448,2.6,[],0.0,0.00201964,
0,0.033924777,5.591622434,2.6,[],0.0,0.015626907,
0,0.034057601,1.268605258,2.6,[],0.0,0.0,
0,0.034072994,1.8320405,2.6,[],0.0,0.0,
0,0.034146202,4.703801579,2.6,[],0.0,0.0,
0,0.034202928,1.747542589,2.6,[],0.0,0.010432959,
0,0.034206805,5.344564893,2.6,[],0.0,0.003000498,
0,0.034373195,4.026328346,2.6,[],0.0,0.0,
0,0.034482106,4.519358663,2.6,[],0.0,0.0,
0,0.03473267,2.44023665,2.6,[],0.0,0.00300074,
0,0.034805003,3.959458631,2.6,[],0.0,0.0,
0,0.03499738,3.99453785,2.6,[],0.0,0.0,
0,0.035157695,6.015968398,2.6,[],0.0,0.0,
0,0.0353302,4.04282711,2.6,[],0.0,0.001999617,
0,0.035404282,3.925629688,2.6,[],0.0,0.015829086,
0,0.035704959,5.195848283,2.6,[],0.0,0.0,
0,0.035722777,1.104946035,2.6,[],0.0,0.0,
0,0.035935955,3.817642414,2.6,[],0.0,0.0,
0,0.036068868,5.421328699,2.6,[],0.0,0.0,
0,0.03613102,4.37792266,2.6,[],0.0,0.00202918,
0,0.036191599,3.732036595,2.6,[],0.0,0.0,
0,0.03619834,4.00505812,2.6,[],0.0,0.00199819,
0,0.036229873,5.29130197,2.6,[],0.0,0.002999067,
0,0.036427356,3.16759665,2.6,[],0.0,0.003000736,
0,0.03672494,3.81055593,2.6,[],0.0,0.0,
0,0.037517825,0.152200577,2.6,[],0.0,0.0,
0,0.037622415,5.457969841,2.6,[],0.0,0.003866196,
0,0.037793847,3.716004593,2.6,[],0.0,0.003000498,
0,0.038188686,5.930251588,2.6,[],0.0,0.0,
0,0.03838474,1.0863032,2.6,[],0.0,0.00300002,
0,0.038407101,2.287037804,2.6,[],0.0,0.0,
0,0.038618774,4.239301851,2.6,[],0.0,0.0,
0,0.038700895,4.85690499,2.6,[],0.0,0.001019955,
0,0.038714658,0.656167187,2.6,[],0.0,0.0,
0,0.038908776,5.067586756,2.6,[],0.0,0.001026154,
0,0.038943795,0.372164447,2.6,[],0.0,0.0,
0,0.038964629,4.244519595,2.6,[],0.0,0.0,
0,0.039051757,4.451855217,2.6,[],0.0,0.014516115,
0,0.0392761,0.57389807,2.6,[],0.0,0.00199914,
0,0.039415102,4.086626919,2.6,[],0.0,0.003000736,
0,0.03978803,5.497811562,2.6,[],0.0,0.002001047,
0,0.040218817,0.605691611,2.6,[],0.0,0.0,
0,0.040389694,4.547861213,2.6,[],0.0,0.0,
0,0.040393846,2.675941097,2.6,[],0.0,0.0,
0,0.040525046,2.171563669,2.6,[],0.0,0.001998186,
0,0.040590568,0.180717459,2.6,[],0.0,0.002000809,
0,0.04067298,1.46092432,2.6,[],0.0,0.01613188,
0,0.040708841,4.535573602,2.6,[],0.0,0.0,
0,0.04085712,0.098276007,2.6,[],0.0,0.002000332,
0,0.040927807,5.066214991,2.6,[],0.0,0.0,
0,0.041022972,0.191623822,2.6,[],0.0,0.00200057,
0,0.041100245,2.269736898,2.6,[],0.0,0.0,
0,0.041165348,2.297835559,2.6,[],0.0,0.001020908,
0,0.04160123,6.03195271,2.6,[],0.0,0.00102115,
0,0.0419026,1.63834884,2.6,[],0.0,0.0,
0,0.042027289,3.71635622,2.6,[],0.0,0.0,
0,0.042057968,5.976887535,2.6,[],0.0,0.0,
0,0.042285625,3.640396795,2.6,[],0.0,0.002023935,
0,0.042435732,1.966666393,2.6,[],0.0,0.001998425,
0,0.042545641,3.517370821,2.6,[],0.0,0.0,
0,0.042727517,2.813696811,2.6,[],0.0,0.0,
0,0.042742028,1.460131694,2.6,[],0.0,0.002000332,
0,0.042864873,5.176611556,2.6,[],0.0,0.0,
0,0.042953971,5.54200958,2.6,[],0.0,0.002999783,
0,0.043302561,1.049493572,2.6,[],0.0,0.0,
0,0.043454916,0.162558601,2.6,[],0.0,0.002021074,
0,0.043598201,2.960358773,2.6,[],0.0,0.002000332,
0,0.04371051,1.205730292,2.6,[],0.0,0.0,
0,0.043735469,0.075256092,2.6,[],0.0,0.0,
0,0.043835661,3.172613704,2.6,[],0.0,0.002000332,
0,0.043975216,6.015512607,2.6,[],0.0,0.0,
0,0.044097693,0.606581016,2.6,[],0.0,0.015625238,
0,0.044131238,2.197024708,2.6,[],0.0,0.00199914,
0,0.044250481,4.204433247,2.6,[],0.0,0.0,
0,0.044543726,1.662004014,2.6,[],0.0,0.0,
0,0.044672873,2.562210195,2.6,[],0.0,0.001998186,
0,0.044702088,6.101074547,2.6,[],0.0,0.0,
0,0.04478894,5.312359199,2.6,[],0.0,0.0,
0,0.044852813,6.068805952,2.6,[],0.0,0.0,
0,0.045007726,1.636492065,2.6,[],0.0,0.015625954,
0,0.045110903,4.223220144,2.6,[],0.0,0.0,
0,0.045246091,1.62598522,2.6,[],0.0,0.0,
0,0.045462201,4.87795086,2.6,[],0.0,0.002047539,
0,0.045533288,5.013848589,2.6,[],0.0,0.0,
0,0.045880774,1.319149609,2.6,[],0.0,0.0,
0,0.04589336,3.97813951,2.6,[],0.0,0.00199747,
0,0.04611672,2.311515451,2.6,[],0.0,0.015682697,
0,0.046214528,2.716655983,2.6,[],0.0,0.0,
0,0.046281202,5.18819721,2.6,[],0.0,0.0,
0,0.046391995,5.991429804,2.6,[],0.0,0.0,
0,0.046589837,5.547858138,2.6,[],0.0,0.00200057,
0,0.046634226,2.616308801,2.6,[],0.0,0.0,
0,0.046714633,1.827420775,2.6,[],0.0,0.0,
0,0.046717631,4.683716042,2.6,[],0.0,0.003956318,
0,0.04671816,6.23547562,2.6,[],0.0,0.0,
0,0.04684893,5.23768663,2.6,[],0.0,0.0,
0,0.046892818,0.861702453,2.6,[],0.0,0.0,
0,0.046930996,3.713305365,2.6,[],0.0,0.002000809,
0,0.047066102,3.307842195,2.6,[],0.0,0.0,
0,0.047146256,0.346398633,2.6,[],0.0,0.001997709,
0,0.047223075,1.225639165,2.6,[],0.0,0.003000736,
0,0.04785233,0.60780991,2.6,[],0.0,0.0,
0,0.047968607,0.323014896,2.6,[],0.0,0.0,
0,0.04796911,0.2914138,2.6,[],0.0,0.00200009,
0,0.04821776,4.84291194,2.6,[],0.0,0.00202537,
0,0.048846175,0.954532358,2.6,[],0.0,0.002021313,
0,0.048888732,5.754752537,2.6,[],0.0,0.0,
0,0.049075852,3.40014942,2.6,[],0.0,0.001998186,
0,0.049128274,2.575960599,2.6,[],0.0,0.002000332,
0,0.049185209,2.427308295,2.6,[],0.0,0.003000259,
0,0.049257161,5.012252299,2.6,[],0.0,0.00201869,
0,0.0492976,0.24064954,2.6,[],0.0,0.0030005,
0,0.049421318,0.851698005,2.6,[],0.0,0.002000332,
0,0.049599527,2.177366011,2.6,[],0.0,0.002027273,
0,0.049778533,6.088755402,2.6,[],0.0,0.0,
0,0.049891547,0.185892987,2.6,[],0.0,0.0,
0,0.049960051,1.082312965,2.6,[],0.0,0.001998901,
0,0.049983255,5.755066301,2.6,[],0.0,0.0,
0,0.050080613,0.457612594,2.6,[],0.0,0.0,
0,0.050099595,2.739617822,2.6,[],0.0,0.0,
0,0.050293012,3.274841713,2.6,[],0.0,0.0,
0,0.050455792,3.926912637,2.6,[],0.0,0.0,
0,0.050481992,0.198314968,2.6,[],0.0,0.0,
0,0.050588177,1.833491329,2.6,[],0.0,0.001026869,
0,0.050644569,6.213830021,2.6,[],0.0,0.004001856,
0,0.051580214,5.74430971,2.6,[],0.0,0.0,
0,0.051633543,2.371798693,2.6,[],0.0,0.003000498,
0,0.05209052,5.52877206,2.6,[],0.0,0.00199914,
0,0.052152709,3.73934679,2.6,[],0.0,0.002017498,
0,0.052220904,1.94328737,2.6,[],0.0,0.001013517,
0,0.052225063,3.01771066,2.6,[],0.0,0.001999617,
0,0.052675978,3.830701681,2.6,[],0.0,0.01603961,
0,0.052757984,5.658758342,2.6,[],0.0,0.001999617,
0,0.052926154,2.427815344,2.6,[],0.0,0.0,
0,0.052982692,1.718007407,2.6,[],0.0,0.001999855,
0,0.05321769,0.96382302,2.6,[],0.0,0.00202703,
0,0.053294572,1.29277475,2.6,[],0.0,0.00200057,
0,0.053297729,1.549414214,2.6,[],0.0,0.004868507,
0,0.053345827,3.034440787,2.6,[],0.0,0.0,
0,0.053398383,1.216953592,2.6,[],0.0,0.0,
0,0.053450577,3.190867737,2.6,[],0.0,0.0,
0,0.05346224,1.85003554,2.6,[],0.0,0.0,
0,0.053544688,5.184442292,2.6,[],0.0,0.001999617,
0,0.053703665,0.923787023,2.6,[],0.0,0.002018213,
0,0.053949331,3.238073296,2.6,[],0.0,0.002020121,
0,0.054068802,3.768284062,2.6,[],0.0,0.005001307,
0,0.054222444,3.727288807,2.6,[],0.0,0.0,
0,0.05429635,1.72120313,2.6,[],0.0,0.0,
0,0.054662875,2.97484681,2.6,[],0.0,0.001999378,
0,0.054718111,1.381761189,2.6,[],0.0,0.002027512,
0,0.054780405,1.230094121,2.6,[],0.0,0.0,
0,0.054835975,2.895320449,2.6,[],0.0,0.0,
0,0.054948815,5.285049418,2.6,[],0.0,0.0,
0,0.05501005,0.90846646,2.6,[],0.0,0.00300002,
0,0.055052952,1.955443138,2.6,[],0.0,0.0,
0,0.05524095,3.27844711,2.6,[],0.0,0.0,
0,0.055306271,2.735136295,2.6,[],0.0,0.0,
0,0.055515818,4.703876299,2.6,[],0.0,0.003000498,
0,0.05558149,5.08446166,2.6,[],0.0,0.00102401,
0,0.055716619,0.234847448,2.6,[],0.0,0.001998425,
0,0.055800966,5.295165473,2.6,[],0.0,0.0,
0,0.055957883,5.108210162,2.6,[],0.0,0.0,
0,0.055973295,0.735042671,2.6,[],0.0,0.01522851,
0,0.056009997,3.530094854,2.6,[],0.0,0.0,
0,0.05607118,3.5850108,2.6,[],0.0,0.00102043,
0,0.056231049,4.324404859,2.6,[],0.0,0.0,
0,0.05639295,3.8583663,2.6,[],0.0,0.00199819,
0,0.056502703,4.168801553,2.6,[],0.0,0.0,
0,0.056769402,3.268228711,2.6,[],0.0,0.0,
0,0.056774798,1.804240061,2.6,[],0.0,0.0,
0,0.0567776,1.64295843,2.6,[],0.0,0.00201893,
0,0.057017597,2.379393466,2.6,[],0.0,0.002020121,
0,0.057562167,0.455177384,2.6,[],0.0,0.0,
0,0.057637112,5.45548371,2.6,[],0.0,0.0,
0,0.057660851,4.332158897,2.6,[],0.0,0.0,
0,0.057772261,1.801295242,2.6,[],0.0,0.0,
0,0.0578277,5.283014297,2.6,[],0.0,0.001998663,
0,0.05788954,0.18375822,2.6,[],0.0,0.002020121,
0,0.057919317,2.027312414,2.6,[],0.0,0.004000902,
0,0.058054484,6.037270061,2.6,[],0.0,0.0,
0,0.058403932,0.935160868,2.6,[],0.0,0.0,
0,0.058712058,1.518188552,2.6,[],0.0,0.0,
0,0.058732288,3.957179436,2.6,[],0.0,0.001023769,
0,0.058789201,4.082303249,2.6,[],0.0,0.001019001,
0,0.058820516,5.107371737,2.6,[],0.0,0.002028465,
0,0.058868174,4.191996194,2.6,[],0.0,0.00731349,
0,0.05893066,2.444209984,2.6,[],0.0,0.0,
0,0.058966639,3.677329694,2.6,[],0.0,0.0,
0,0.059456155,0.577723985,2.6,[],0.0,0.001998425,
0,0.05950909,3.71570627,2.6,[],0.0,0.00199842,
0,0.05962189,6.064997762,2.6,[],0.0,0.002022743,
0,0.05965753,3.55734433,2.6,[],0.0,0.00200009,
0,0.059915351,4.079446732,2.6,[],0.0,0.0,
0,0.059983697,5.629543448,2.6,[],0.0,0.0,
0,0.060073592,2.670158677,2.6,[],0.0,0.001998901,
0,0.060122208,4.533718453,2.6,[],0.0,0.0,
0,0.06054123,1.207344392,2.6,[],0.0,0.002054691,
0,0.060627708,1.751119086,2.6,[],0.0,0.001026392,
0,0.060672775,2.611624658,2.6,[],0.0,0.0,
0,0.060734622,2.852301896,2.6,[],0.0,0.0,
0,0.060791191,2.614370959,2.6,[],0.0,0.0,
0,0.060853335,3.005934984,2.6,[],0.0,0.002019882,
0,0.06106389,4.32377956,2.6,[],0.0,0.00200152,
0,0.061137038,0.819011474,2.6,[],0.0,0.0,
0,0.06116054,5.833486866,2.6,[],0.0,0.001997471,
0,0.061347497,4.550910546,2.6,[],0.0,0.002020359,
0,0.061414509,5.278920581,2.6,[],0.0,0.0,
0,0.061639755,3.023854936,2.6,[],0.0,0.0,
0,0.061706701,2.808356253,2.6,[],0.0,0.0,
0,0.061855123,0.881307658,2.6,[],0.0,0.0,
