9.999999776482582092e-03,1.345594692230224609e+01,9.921944737434387207e-01,-2.897896528244018555e+00,-2.898230314254760742e+00,-2.897853612899780273e+00,2.891417592763900757e-03,-8.322480916976928711e-01,-1.798788905143737793e-01
1.099999994039535522e-01,1.345593261718750000e+01,9.923040866851806641e-01,-2.898108959197998047e+00,-2.898436546325683594e+00,-2.898067235946655273e+00,3.083832096308469772e-03,-8.324534296989440918e-01,-1.799582242965698242e-01
2.100000083446502686e-01,1.345595359802246094e+01,9.923046231269836426e-01,-2.898108959197998047e+00,-2.898436546325683594e+00,-2.898067235946655273e+00,3.083269111812114716e-03,-8.324548602104187012e-01,-1.799585521221160889e-01
3.100000023841857910e-01,1.345594501495361328e+01,9.923241138458251953e-01,-2.898071765899658203e+00,-2.898400545120239258e+00,-2.898029804229736328e+00,3.046201542019844055e-03,-8.325042128562927246e-01,-1.799583584070205688e-01
4.099999964237213135e-01,1.345594978332519531e+01,9.923716187477111816e-01,-2.897999525070190430e+00,-2.898330688476562500e+00,-2.897957563400268555e+00,2.972803777083754539e-03,-8.326209783554077148e-01,-1.799601614475250244e-01
5.099999904632568359e-01,1.345594215393066406e+01,9.924117922782897949e-01,-2.897775411605834961e+00,-2.898111343383789062e+00,-2.897732734680175781e+00,2.841438632458448410e-03,-8.327126502990722656e-01,-1.799112856388092041e-01
6.100000143051147461e-01,1.345595836639404297e+01,9.924126863479614258e-01,-2.897775411605834961e+00,-2.898111343383789062e+00,-2.897732734680175781e+00,2.840823726728558540e-03,-8.327152132987976074e-01,-1.799120306968688965e-01
7.100000381469726562e-01,1.345595264434814453e+01,9.924139380455017090e-01,-2.897775411605834961e+00,-2.898111343383789062e+00,-2.897732734680175781e+00,2.840128960087895393e-03,-8.327181339263916016e-01,-1.799126565456390381e-01
8.100000023841857910e-01,1.345595836639404297e+01,9.924139380455017090e-01,-2.897775411605834961e+00,-2.898111343383789062e+00,-2.897732734680175781e+00,2.840128960087895393e-03,-8.327181339263916016e-01,-1.799126565456390381e-01
9.100000262260437012e-01,1.345595932006835938e+01,9.924141764640808105e-01,-2.897775411605834961e+00,-2.898111343383789062e+00,-2.897732734680175781e+00,2.839966211467981339e-03,-8.327188491821289062e-01,-1.799128651618957520e-01
1.009999990463256836e+00,1.345595836639404297e+01,9.924141764640808105e-01,-2.897775411605834961e+00,-2.898111343383789062e+00,-2.897732734680175781e+00,2.839966211467981339e-03,-8.327188491821289062e-01,-1.799128651618957520e-01
1.110000014305114746e+00,1.345595455169677734e+01,9.924150705337524414e-01,-2.897775411605834961e+00,-2.898111343383789062e+00,-2.897732734680175781e+00,2.839349443092942238e-03,-8.327209353446960449e-01,-1.799133121967315674e-01
1.210000038146972656e+00,1.345595932006835938e+01,9.924154281616210938e-01,-2.897775411605834961e+00,-2.898111343383789062e+00,-2.897732734680175781e+00,2.839111955836415291e-03,-8.327220082283020020e-01,-1.799136251211166382e-01
1.310000061988830566e+00,1.345595932006835938e+01,9.924160242080688477e-01,-2.897775411605834961e+00,-2.898111343383789062e+00,-2.897732734680175781e+00,2.838725456967949867e-03,-8.327237963676452637e-01,-1.799141466617584229e-01
