CFI = 2.32619 Paras = ['0.68816668', '2.95274949', '5.05512857', '2.95274949', '0.22620222', '2.86869669']
CFI = 2.32619 Paras = ['0.68816346', '2.96275353', '5.06513262', '2.96275330', '0.22620194', '2.86868978']
CFI = 2.32619 Paras = ['0.68816680', '2.97275400', '5.07513332', '2.97275400', '0.22620109', '2.86869645']
CFI = 2.32619 Paras = ['0.68816334', '2.98269796', '5.08507633', '2.98269820', '0.22620192', '2.86868930']
CFI = 2.32619 Paras = ['0.68816698', '2.99275136', '5.09513044', '2.99275136', '0.22620022', '2.86869717']
CFI = 2.32619 Paras = ['0.68816370', '3.00275397', '5.10513353', '3.00275397', '0.22619994', '2.86869001']
CFI = 2.32619 Paras = ['0.68816692', '3.01272273', '5.11510086', '3.01272273', '0.22620197', '2.86869717']
CFI = 2.32619 Paras = ['0.68816340', '3.02265835', '5.12503529', '3.02265835', '0.22620127', '2.86868954']
CFI = 2.32619 Paras = ['0.68816686', '3.03274894', '5.13512707', '3.03274870', '0.22620064', '2.86869669']
CFI = 2.32619 Paras = ['0.68816346', '3.04275107', '5.14513016', '3.04275107', '0.22620277', '2.86868978']
CFI = 2.32619 Paras = ['0.68816727', '3.05270100', '5.15507936', '3.05270123', '0.22619946', '2.86869764']
CFI = 2.32619 Paras = ['0.68816358', '3.06275153', '5.16513109', '3.06275153', '0.22620103', '2.86869001']
CFI = 2.32619 Paras = ['0.68816680', '3.07268953', '5.17506695', '3.07268953', '0.22620285', '2.86869693']
CFI = 2.32619 Paras = ['0.68816370', '3.08275104', '5.18512964', '3.08275104', '0.22620156', '2.86869025']
CFI = 2.32619 Paras = ['0.68816727', '3.09265733', '5.19503403', '3.09265733', '0.22620167', '2.86869764']
CFI = 2.32619 Paras = ['0.68816340', '3.10265470', '5.20503139', '3.10265470', '0.22620319', '2.86868954']
CFI = 2.32619 Paras = ['0.68816650', '3.11274910', '5.21512794', '3.11274910', '0.22620311', '2.86869621']
CFI = 2.32619 Paras = ['0.68816364', '3.12275362', '5.22513247', '3.12275338', '0.22620243', '2.86869001']
CFI = 2.32619 Paras = ['0.68816680', '3.13274384', '5.23512316', '3.13274407', '0.22620043', '2.86869693']
CFI = 2.32619 Paras = ['0.68816370', '3.14275336', '5.24513292', '3.14275336', '0.22620015', '2.86869001']
CFI = 2.32619 Paras = ['0.68816614', '3.15275240', '5.25513172', '3.15275240', '0.22620006', '2.86869502']
CFI = 2.32619 Paras = ['0.68816358', '3.16270590', '5.26508427', '3.16270566', '0.22620234', '2.86868978']
CFI = 2.32619 Paras = ['0.68816686', '3.17270970', '5.27508736', '3.17270970', '0.22620137', '2.86869693']
CFI = 2.32618 Paras = ['0.68816388', '3.18242955', '5.28480053', '3.18242955', '0.22620471', '2.86869097']
CFI = 2.32619 Paras = ['0.68816638', '3.19273782', '5.29511547', '3.19273782', '0.22620369', '2.86869597']
CFI = 2.32619 Paras = ['0.68816340', '3.20260930', '5.30498505', '3.20260930', '0.22620273', '2.86868978']
CFI = 2.32619 Paras = ['0.68816674', '3.21271563', '5.31509399', '3.21271563', '0.22620131', '2.86869669']
CFI = 2.32619 Paras = ['0.68816364', '3.22267628', '5.32505322', '3.22267604', '0.22620144', '2.86869025']
CFI = 2.32619 Paras = ['0.68816674', '3.23274803', '5.33512688', '3.23274779', '0.22620171', '2.86869693']
CFI = 2.32619 Paras = ['0.68816298', '3.24264741', '5.34502459', '3.24264765', '0.22620146', '2.86868858']
CFI = 2.32619 Paras = ['0.68816680', '3.25274897', '5.35512829', '3.25274897', '0.22620052', '2.86869669']
CFI = 2.32619 Paras = ['0.68816364', '3.26266003', '5.36503649', '3.26266003', '0.22620246', '2.86869025']
CFI = 2.32619 Paras = ['0.68816638', '3.27274966', '5.37512827', '3.27274942', '0.22620241', '2.86869597']
CFI = 2.32619 Paras = ['0.68816340', '3.28266358', '5.38504076', '3.28266382', '0.22620162', '2.86868978']
CFI = 2.32619 Paras = ['0.68816686', '3.29267931', '5.39505672', '3.29267931', '0.22620155', '2.86869669']
CFI = 2.32619 Paras = ['0.68816394', '3.30275011', '5.40512896', '3.30275035', '0.22620368', '2.86869097']
CFI = 2.32619 Paras = ['0.68816638', '3.31275368', '5.41513348', '3.31275392', '0.22620232', '2.86869597']
CFI = 2.32619 Paras = ['0.68816352', '3.32264805', '5.42502451', '3.32264805', '0.22620291', '2.86869001']
CFI = 2.32619 Paras = ['0.68816710', '3.33271027', '5.43508816', '3.33271027', '0.22620085', '2.86869740']
CFI = 2.32619 Paras = ['0.68816358', '3.34267592', '5.44505310', '3.34267592', '0.22620170', '2.86869001']
CFI = 2.32619 Paras = ['0.68816698', '3.35265613', '5.45503283', '3.35265613', '0.22620301', '2.86869740']
CFI = 2.32619 Paras = ['0.68816376', '3.36274385', '5.46512222', '3.36274385', '0.22620390', '2.86869073']
CFI = 2.32619 Paras = ['0.68816668', '3.37275290', '5.47513247', '3.37275314', '0.22620052', '2.86869669']
CFI = 2.32619 Paras = ['0.68816364', '3.38267684', '5.48505497', '3.38267708', '0.22620089', '2.86869025']
CFI = 2.32619 Paras = ['0.68816710', '3.39253759', '5.49491167', '3.39253759', '0.22619948', '2.86869717']
CFI = 2.32619 Paras = ['0.68816394', '3.40269470', '5.50507212', '3.40269494', '0.22620305', '2.86869097']
CFI = 2.32619 Paras = ['0.68816656', '3.41274905', '5.51512814', '3.41274905', '0.22620071', '2.86869621']
CFI = 2.32619 Paras = ['0.68816340', '3.42274356', '5.52512264', '3.42274332', '0.22620182', '2.86868954']
CFI = 2.32619 Paras = ['0.68816721', '3.43272781', '5.53510666', '3.43272758', '0.22619925', '2.86869740']
CFI = 2.32619 Paras = ['0.68816334', '3.44275260', '5.54513168', '3.44275236', '0.22620209', '2.86868954']
CFI = 2.32619 Paras = ['0.68816692', '3.45275402', '5.55513287', '3.45275378', '0.22620092', '2.86869693']
CFI = 2.32619 Paras = ['0.68816334', '3.46275330', '5.56513262', '3.46275330', '0.22620293', '2.86868954']
CFI = 2.32619 Paras = ['0.68816721', '3.47262692', '5.57500315', '3.47262669', '0.22620144', '2.86869764']
CFI = 2.32619 Paras = ['0.68816352', '3.48268318', '5.58506060', '3.48268318', '0.22620015', '2.86868978']
CFI = 2.32619 Paras = ['0.68816656', '3.49275041', '5.59512949', '3.49275041', '0.22620271', '2.86869645']
CFI = 2.32619 Paras = ['0.68816352', '3.50255609', '5.60493088', '3.50255632', '0.22620350', '2.86869001']
CFI = 2.32619 Paras = ['0.68816686', '3.51264691', '5.61502314', '3.51264715', '0.22620003', '2.86869669']
CFI = 2.32619 Paras = ['0.68816382', '3.52270675', '5.62508488', '3.52270675', '0.22620127', '2.86869049']
CFI = 2.32619 Paras = ['0.68816650', '3.53275180', '5.63513041', '3.53275180', '0.22620071', '2.86869597']
CFI = 2.32619 Paras = ['0.68816376', '3.54275370', '5.64513254', '3.54275370', '0.22620225', '2.86869049']
CFI = 2.32619 Paras = ['0.68816686', '3.55261493', '5.65499115', '3.55261517', '0.22620147', '2.86869669']
CFI = 2.32619 Paras = ['0.68816394', '3.56272602', '5.66510439', '3.56272578', '0.22620226', '2.86869073']
CFI = 2.32619 Paras = ['0.68816668', '3.57275271', '5.67513180', '3.57275271', '0.22620146', '2.86869645']
CFI = 2.32619 Paras = ['0.68816394', '3.58267808', '5.68505621', '3.58267808', '0.22620079', '2.86869049']
CFI = 2.32619 Paras = ['0.68816686', '3.59272408', '5.69510221', '3.59272408', '0.22620302', '2.86869693']
CFI = 2.32619 Paras = ['0.68816376', '3.60275245', '5.70513201', '3.60275245', '0.22620122', '2.86869049']
CFI = 2.32619 Paras = ['0.68816727', '3.61261439', '5.71499014', '3.61261439', '0.22620070', '2.86869764']
CFI = 2.32619 Paras = ['0.68816370', '3.62268233', '5.72505903', '3.62268233', '0.22620258', '2.86869049']
CFI = 2.32619 Paras = ['0.68816710', '3.63275075', '5.73512936', '3.63275075', '0.22620223', '2.86869764']
CFI = 2.32619 Paras = ['0.68816328', '3.64270616', '5.74508476', '3.64270616', '0.22620139', '2.86868930']
CFI = 2.32619 Paras = ['0.68816656', '3.65275168', '5.75513077', '3.65275168', '0.22620238', '2.86869645']
CFI = 2.32619 Paras = ['0.68816358', '3.66273093', '5.76511002', '3.66273093', '0.22619995', '2.86868978']
CFI = 2.32619 Paras = ['0.68816686', '3.67265868', '5.77503586', '3.67265892', '0.22620130', '2.86869669']
CFI = 2.32619 Paras = ['0.68816394', '3.68274450', '5.78512335', '3.68274474', '0.22620089', '2.86869073']
CFI = 2.32619 Paras = ['0.68816662', '3.69272232', '5.79510069', '3.69272208', '0.22620048', '2.86869645']
CFI = 2.32619 Paras = ['0.68816382', '3.70275211', '5.80513144', '3.70275211', '0.22620109', '2.86869073']
CFI = 2.32619 Paras = ['0.68816644', '3.71275330', '5.81513262', '3.71275330', '0.22620212', '2.86869621']
CFI = 2.32619 Paras = ['0.68816370', '3.72264576', '5.82502270', '3.72264576', '0.22620124', '2.86869001']
CFI = 2.32619 Paras = ['0.68816656', '3.73274899', '5.83512783', '3.73274899', '0.22620100', '2.86869621']
CFI = 2.32619 Paras = ['0.68816370', '3.74274349', '5.84512281', '3.74274349', '0.22620164', '2.86869025']
CFI = 2.32619 Paras = ['0.68816656', '3.75266552', '5.85504246', '3.75266552', '0.22620496', '2.86869645']
CFI = 2.32619 Paras = ['0.68816394', '3.76267648', '5.86505365', '3.76267648', '0.22620177', '2.86869073']
CFI = 2.32619 Paras = ['0.68816662', '3.77275038', '5.87512922', '3.77275062', '0.22620194', '2.86869645']
CFI = 2.32619 Paras = ['0.68816328', '3.78274822', '5.88512707', '3.78274798', '0.22620314', '2.86868954']
CFI = 2.32619 Paras = ['0.68816686', '3.79275370', '5.89513350', '3.79275393', '0.22620076', '2.86869693']
CFI = 2.32619 Paras = ['0.68816394', '3.80275393', '5.90513325', '3.80275369', '0.22620106', '2.86869073']
CFI = 2.32619 Paras = ['0.68816668', '3.81275368', '5.91513348', '3.81275392', '0.22620089', '2.86869645']
CFI = 2.32619 Paras = ['0.68816346', '3.82275367', '5.92513323', '3.82275367', '0.22620259', '2.86868978']
CFI = 2.32619 Paras = ['0.68816662', '3.83275247', '5.93513107', '3.83275247', '0.22620296', '2.86869669']
CFI = 2.32619 Paras = ['0.68816352', '3.84270597', '5.94508457', '3.84270597', '0.22620398', '2.86869001']
CFI = 2.32619 Paras = ['0.68816644', '3.85275197', '5.95513105', '3.85275197', '0.22620094', '2.86869621']
CFI = 2.32619 Paras = ['0.68816376', '3.86273813', '5.96511698', '3.86273813', '0.22620201', '2.86869049']
CFI = 2.32619 Paras = ['0.68816680', '3.87275338', '5.97513247', '3.87275314', '0.22620147', '2.86869693']
CFI = 2.32619 Paras = ['0.68816376', '3.88270044', '5.98507881', '3.88270068', '0.22620064', '2.86869025']
CFI = 2.32619 Paras = ['0.68816638', '3.89275074', '5.99512959', '3.89275050', '0.22620344', '2.86869597']
CFI = 2.32619 Paras = ['0.68816364', '3.90267062', '6.00504827', '3.90267086', '0.22620133', '2.86869025']
CFI = 2.32619 Paras = ['0.68816650', '3.91275001', '6.01512909', '3.91275024', '0.22620222', '2.86869621']
CFI = 2.32619 Paras = ['0.68816406', '3.92275333', '6.02513266', '3.92275333', '0.22620219', '2.86869121']
CFI = 2.32619 Paras = ['0.68816662', '3.93269515', '6.03507233', '3.93269515', '0.22620398', '2.86869693']
CFI = 2.32619 Paras = ['0.68816370', '3.94272494', '6.04510355', '3.94272518', '0.22620171', '2.86869025']
CFI = 2.32619 Paras = ['0.68816656', '3.95272422', '6.05510283', '3.95272446', '0.22620152', '2.86869621']
CFI = 2.32619 Paras = ['0.68816376', '3.96275258', '6.06513166', '3.96275258', '0.22620106', '2.86869025']
CFI = 2.32619 Paras = ['0.68816680', '3.97267842', '6.07505512', '3.97267842', '0.22620264', '2.86869693']
CFI = 2.32619 Paras = ['0.68816400', '3.98267984', '6.08505726', '3.98267984', '0.22620083', '2.86869097']
CFI = 2.32619 Paras = ['0.68816650', '3.99275017', '6.09512949', '3.99275017', '0.22620171', '2.86869645']
CFI = 2.32619 Paras = ['0.68816358', '4.00275278', '6.10513210', '4.00275278', '0.22620089', '2.86869001']
CFI = 2.32619 Paras = ['0.68816704', '4.01275349', '6.11513329', '4.01275349', '0.22619995', '2.86869717']
CFI = 2.32619 Paras = ['0.68816370', '4.02275372', '6.12513256', '4.02275372', '0.22620261', '2.86869049']
CFI = 2.32619 Paras = ['0.68816692', '4.03275394', '6.13513327', '4.03275394', '0.22620171', '2.86869693']
CFI = 2.32619 Paras = ['0.68816364', '4.04275322', '6.14513302', '4.04275322', '0.22620243', '2.86869025']
CFI = 2.32619 Paras = ['0.68816656', '4.05275249', '6.15513277', '4.05275249', '0.22620280', '2.86869669']
CFI = 2.32619 Paras = ['0.68816376', '4.06269455', '6.16507244', '4.06269455', '0.22620271', '2.86869025']
CFI = 2.32619 Paras = ['0.68816656', '4.07274914', '6.17512846', '4.07274914', '0.22619982', '2.86869597']
CFI = 2.32619 Paras = ['0.68816370', '4.08268356', '6.18506145', '4.08268356', '0.22620122', '2.86869001']
CFI = 2.32619 Paras = ['0.68816668', '4.09265041', '6.19502640', '4.09265041', '0.22620352', '2.86869669']
CFI = 2.32619 Paras = ['0.68816411', '4.10274887', '6.20512819', '4.10274887', '0.22620130', '2.86869097']
CFI = 2.32619 Paras = ['0.68816644', '4.11275339', '6.21513271', '4.11275339', '0.22620264', '2.86869597']
CFI = 2.32619 Paras = ['0.68816352', '4.12265778', '6.22503424', '4.12265778', '0.22620319', '2.86869001']
CFI = 2.32619 Paras = ['0.68816656', '4.13274956', '6.23512793', '4.13274956', '0.22620355', '2.86869669']
CFI = 2.32619 Paras = ['0.68816364', '4.14275360', '6.24513292', '4.14275312', '0.22620364', '2.86869049']
CFI = 2.32619 Paras = ['0.68816662', '4.15270090', '6.25507784', '4.15270042', '0.22620399', '2.86869693']
CFI = 2.32619 Paras = ['0.68816370', '4.16275120', '6.26513004', '4.16275120', '0.22620332', '2.86869097']
CFI = 2.32619 Paras = ['0.68816638', '4.17275381', '6.27513266', '4.17275381', '0.22620232', '2.86869621']
CFI = 2.32619 Paras = ['0.68816340', '4.18275118', '6.28513098', '4.18275166', '0.22620200', '2.86868954']
CFI = 2.32619 Paras = ['0.68816704', '4.19271183', '6.29509020', '4.19271231', '0.22620206', '2.86869740']
CFI = 2.32619 Paras = ['0.68816358', '4.20269299', '6.30507088', '4.20269251', '0.22620210', '2.86869025']
CFI = 2.32619 Paras = ['0.68816644', '4.21270275', '6.31508112', '4.21270323', '0.22620241', '2.86869621']
CFI = 2.32619 Paras = ['0.68816400', '4.22275162', '6.32513094', '4.22275162', '0.22620131', '2.86869097']
CFI = 2.32619 Paras = ['0.68816668', '4.23275375', '6.33513260', '4.23275375', '0.22620268', '2.86869669']
CFI = 2.32619 Paras = ['0.68816346', '4.24274683', '6.34512568', '4.24274683', '0.22620225', '2.86868954']
CFI = 2.32619 Paras = ['0.68816680', '4.25275326', '6.35513210', '4.25275326', '0.22620255', '2.86869693']
CFI = 2.32619 Paras = ['0.68816370', '4.26270056', '6.36507893', '4.26270103', '0.22620189', '2.86869025']
CFI = 2.32619 Paras = ['0.68816656', '4.27275133', '6.37513065', '4.27275181', '0.22620003', '2.86869621']
CFI = 2.32619 Paras = ['0.68816358', '4.28272772', '6.38510609', '4.28272772', '0.22620235', '2.86869025']
CFI = 2.32619 Paras = ['0.68816620', '4.29275322', '6.39513206', '4.29275322', '0.22620094', '2.86869574']
CFI = 2.32619 Paras = ['0.68816370', '4.30269289', '6.40507126', '4.30269337', '0.22620155', '2.86869025']
CFI = 2.32619 Paras = ['0.68816698', '4.31260681', '6.41498184', '4.31260681', '0.22620340', '2.86869717']
CFI = 2.32619 Paras = ['0.68816417', '4.32274723', '6.42512608', '4.32274723', '0.22620143', '2.86869121']
CFI = 2.32619 Paras = ['0.68816626', '4.33275366', '6.43513203', '4.33275366', '0.22620401', '2.86869597']
CFI = 2.32619 Paras = ['0.68816376', '4.34275246', '6.44513321', '4.34275246', '0.22620143', '2.86869049']
CFI = 2.32619 Paras = ['0.68816662', '4.35275412', '6.45513391', '4.35275412', '0.22619925', '2.86869621']
CFI = 2.32619 Paras = ['0.68816346', '4.36275148', '6.46513128', '4.36275148', '0.22620037', '2.86868954']
CFI = 2.32619 Paras = ['0.68816662', '4.37275362', '6.47513294', '4.37275362', '0.22620291', '2.86869669']
CFI = 2.32619 Paras = ['0.68816322', '4.38275385', '6.48513317', '4.38275385', '0.22620250', '2.86868954']
CFI = 2.32619 Paras = ['0.68816686', '4.39275360', '6.49513388', '4.39275360', '0.22619982', '2.86869693']
CFI = 2.32619 Paras = ['0.68816322', '4.40275431', '6.50513411', '4.40275383', '0.22619991', '2.86868882']
CFI = 2.32618 Paras = ['0.68816769', '4.41246271', '6.51483488', '4.41246271', '0.22620293', '2.86869860']
CFI = 2.32619 Paras = ['0.68816400', '4.42273474', '6.52511311', '4.42273521', '0.22620285', '2.86869097']
CFI = 2.32619 Paras = ['0.68816692', '4.43268299', '6.53506041', '4.43268251', '0.22620304', '2.86869717']
CFI = 2.32619 Paras = ['0.68816370', '4.44275093', '6.54512930', '4.44275093', '0.22620256', '2.86869025']
CFI = 2.32619 Paras = ['0.68816668', '4.45275354', '6.55513287', '4.45275354', '0.22620298', '2.86869669']
CFI = 2.32619 Paras = ['0.68816346', '4.46271038', '6.56508875', '4.46270990', '0.22620122', '2.86868978']
CFI = 2.32619 Paras = ['0.68816638', '4.47275162', '6.57513094', '4.47275162', '0.22620176', '2.86869597']
CFI = 2.32619 Paras = ['0.68816370', '4.48270130', '6.58507967', '4.48270082', '0.22619955', '2.86868978']
CFI = 2.32619 Paras = ['0.68816686', '4.49262714', '6.59500265', '4.49262714', '0.22620003', '2.86869669']
CFI = 2.32619 Paras = ['0.68816364', '4.50274706', '6.60512686', '4.50274706', '0.22620194', '2.86869001']
CFI = 2.32619 Paras = ['0.68816686', '4.51266336', '6.61504030', '4.51266336', '0.22620188', '2.86869693']
CFI = 2.32619 Paras = ['0.68816417', '4.52274990', '6.62512922', '4.52274990', '0.22619924', '2.86869097']
CFI = 2.32619 Paras = ['0.68816674', '4.53271198', '6.63509083', '4.53271198', '0.22619995', '2.86869645']
CFI = 2.32619 Paras = ['0.68816358', '4.54273653', '6.64511538', '4.54273653', '0.22620131', '2.86869001']
CFI = 2.32619 Paras = ['0.68816656', '4.55269957', '6.65507746', '4.55269957', '0.22620299', '2.86869645']
CFI = 2.32619 Paras = ['0.68816346', '4.56266022', '6.66503668', '4.56266022', '0.22620352', '2.86868954']
CFI = 2.32619 Paras = ['0.68816656', '4.57275009', '6.67512846', '4.57275009', '0.22620229', '2.86869645']
CFI = 2.32619 Paras = ['0.68816370', '4.58275318', '6.68513250', '4.58275318', '0.22620374', '2.86869049']
CFI = 2.32619 Paras = ['0.68816680', '4.59275389', '6.69513273', '4.59275389', '0.22620143', '2.86869669']
CFI = 2.32618 Paras = ['0.68816310', '4.60234308', '6.70471239', '4.60234308', '0.22620405', '2.86868906']
CFI = 2.32619 Paras = ['0.68816692', '4.61267424', '6.71505022', '4.61267424', '0.22619992', '2.86869693']
CFI = 2.32619 Paras = ['0.68816400', '4.62271833', '6.72509623', '4.62271833', '0.22620340', '2.86869121']
CFI = 2.32619 Paras = ['0.68816644', '4.63275242', '6.73513174', '4.63275242', '0.22620183', '2.86869621']
CFI = 2.32619 Paras = ['0.68816364', '4.64275360', '6.74513197', '4.64275360', '0.22620231', '2.86869025']
CFI = 2.32619 Paras = ['0.68816698', '4.65266943', '6.75504637', '4.65266943', '0.22620386', '2.86869740']
CFI = 2.32619 Paras = ['0.68816364', '4.66274929', '6.76512814', '4.66274929', '0.22620276', '2.86869025']
CFI = 2.32619 Paras = ['0.68816692', '4.67275381', '6.77513218', '4.67275333', '0.22620215', '2.86869717']
CFI = 2.32619 Paras = ['0.68816334', '4.68267775', '6.78505468', '4.68267727', '0.22620216', '2.86868930']
CFI = 2.32619 Paras = ['0.68816650', '4.69275045', '6.79512882', '4.69275045', '0.22620259', '2.86869621']
CFI = 2.32619 Paras = ['0.68816358', '4.70274353', '6.80512285', '4.70274353', '0.22620195', '2.86869025']
CFI = 2.32619 Paras = ['0.68816674', '4.71270418', '6.81508207', '4.71270418', '0.22620079', '2.86869669']
CFI = 2.32619 Paras = ['0.68816370', '4.72275209', '6.82513142', '4.72275209', '0.22620021', '2.86869001']
CFI = 2.32619 Paras = ['0.68816644', '4.73275423', '6.83513403', '4.73275471', '0.22620042', '2.86869597']
CFI = 2.32619 Paras = ['0.68816394', '4.74275351', '6.84513330', '4.74275351', '0.22620054', '2.86869073']
CFI = 2.32619 Paras = ['0.68816650', '4.75275373', '6.85513353', '4.75275373', '0.22620235', '2.86869621']
CFI = 2.32619 Paras = ['0.68816370', '4.76270676', '6.86508465', '4.76270676', '0.22620200', '2.86869025']
CFI = 2.32619 Paras = ['0.68816644', '4.77270699', '6.87508488', '4.77270699', '0.22620305', '2.86869621']
CFI = 2.32619 Paras = ['0.68816358', '4.78275156', '6.88513136', '4.78275204', '0.22620004', '2.86868978']
CFI = 2.32619 Paras = ['0.68816692', '4.79275417', '6.89513350', '4.79275465', '0.22620004', '2.86869693']
CFI = 2.32619 Paras = ['0.68816388', '4.80268431', '6.90506172', '4.80268431', '0.22619966', '2.86869049']
CFI = 2.32619 Paras = ['0.68816686', '4.81263828', '6.91501427', '4.81263876', '0.22620419', '2.86869740']
CFI = 2.32619 Paras = ['0.68816429', '4.82274628', '6.92512560', '4.82274675', '0.22620152', '2.86869144']
CFI = 2.32619 Paras = ['0.68816644', '4.83275414', '6.93513298', '4.83275414', '0.22620165', '2.86869621']
CFI = 2.32619 Paras = ['0.68816376', '4.84275389', '6.94513321', '4.84275389', '0.22620061', '2.86869025']
CFI = 2.32619 Paras = ['0.68816686', '4.85266638', '6.95504332', '4.85266685', '0.22620389', '2.86869717']
CFI = 2.32619 Paras = ['0.68816406', '4.86275005', '6.96512842', '4.86274958', '0.22620247', '2.86869121']
CFI = 2.32619 Paras = ['0.68816686', '4.87268734', '6.97506571', '4.87268734', '0.22619981', '2.86869669']
CFI = 2.32619 Paras = ['0.68816394', '4.88270283', '6.98508072', '4.88270283', '0.22620161', '2.86869073']
CFI = 2.32619 Paras = ['0.68816614', '4.89275217', '6.99513102', '4.89275217', '0.22620237', '2.86869550']
CFI = 2.32618 Paras = ['0.68816364', '4.90234327', '7.00471258', '4.90234327', '0.22620283', '2.86868978']
CFI = 2.32619 Paras = ['0.68816680', '4.91263199', '7.01500750', '4.91263199', '0.22619897', '2.86869645']
CFI = 2.32619 Paras = ['0.68816394', '4.92272711', '7.02510548', '4.92272711', '0.22620182', '2.86869073']
CFI = 2.32619 Paras = ['0.68816668', '4.93258953', '7.03496456', '4.93258953', '0.22620058', '2.86869621']
CFI = 2.32619 Paras = ['0.68816429', '4.94274378', '7.04512262', '4.94274378', '0.22620122', '2.86869144']
CFI = 2.32619 Paras = ['0.68816650', '4.95275402', '7.05513334', '4.95275402', '0.22620068', '2.86869621']
CFI = 2.32619 Paras = ['0.68816364', '4.96264219', '7.06501865', '4.96264219', '0.22620198', '2.86869025']
CFI = 2.32619 Paras = ['0.68816686', '4.97267818', '7.07505512', '4.97267818', '0.22620189', '2.86869693']
CFI = 2.32619 Paras = ['0.68816376', '4.98258305', '7.08495760', '4.98258305', '0.22620259', '2.86869049']
CFI = 2.32619 Paras = ['0.68816650', '4.99274635', '7.09512424', '4.99274588', '0.22620425', '2.86869645']
CFI = 2.32619 Paras = ['0.68816376', '5.00275326', '7.10513258', '5.00275278', '0.22620204', '2.86869073']
CFI = 2.32619 Paras = ['0.68816686', '5.01275396', '7.11513329', '5.01275396', '0.22620210', '2.86869717']
CFI = 2.32619 Paras = ['0.68816370', '5.02275324', '7.12513304', '5.02275324', '0.22620279', '2.86869025']
CFI = 2.32619 Paras = ['0.68816680', '5.03275394', '7.13513279', '5.03275394', '0.22620229', '2.86869693']
CFI = 2.32619 Paras = ['0.68816376', '5.04275274', '7.14513159', '5.04275274', '0.22620170', '2.86869073']
CFI = 2.32619 Paras = ['0.68816644', '5.05275393', '7.15513277', '5.05275345', '0.22620399', '2.86869645']
CFI = 2.32619 Paras = ['0.68816376', '5.06275368', '7.16513300', '5.06275415', '0.22620241', '2.86869049']
CFI = 2.32619 Paras = ['0.68816650', '5.07274914', '7.17512798', '5.07274914', '0.22620238', '2.86869645']
CFI = 2.32619 Paras = ['0.68816382', '5.08273268', '7.18511152', '5.08273315', '0.22620220', '2.86869049']
CFI = 2.32619 Paras = ['0.68816674', '5.09275293', '7.19513226', '5.09275293', '0.22620174', '2.86869669']
CFI = 2.32619 Paras = ['0.68816358', '5.10275364', '7.20513248', '5.10275364', '0.22620313', '2.86869025']
CFI = 2.32619 Paras = ['0.68816668', '5.11275387', '7.21513319', '5.11275339', '0.22620028', '2.86869621']
CFI = 2.32619 Paras = ['0.68816352', '5.12275267', '7.22513199', '5.12275219', '0.22620307', '2.86869001']
CFI = 2.32619 Paras = ['0.68816710', '5.13262939', '7.23500586', '5.13263035', '0.22620150', '2.86869740']
CFI = 2.32619 Paras = ['0.68816388', '5.14274788', '7.24512625', '5.14274788', '0.22620276', '2.86869073']
CFI = 2.32619 Paras = ['0.68816662', '5.15267849', '7.25505543', '5.15267801', '0.22620058', '2.86869645']
CFI = 2.32619 Paras = ['0.68816364', '5.16274786', '7.26512671', '5.16274786', '0.22620164', '2.86869025']
CFI = 2.32619 Paras = ['0.68816650', '5.17275333', '7.27513266', '5.17275333', '0.22620265', '2.86869621']
CFI = 2.32619 Paras = ['0.68816370', '5.18275356', '7.28513384', '5.18275356', '0.22620100', '2.86869001']
CFI = 2.32619 Paras = ['0.68816656', '5.19275379', '7.29513407', '5.19275379', '0.22619954', '2.86869645']
CFI = 2.32619 Paras = ['0.68816364', '5.20271730', '7.30509567', '5.20271730', '0.22620170', '2.86869049']
CFI = 2.32619 Paras = ['0.68816727', '5.21259212', '7.31496716', '5.21259212', '0.22620194', '2.86869788']
CFI = 2.32619 Paras = ['0.68816394', '5.22274590', '7.32512474', '5.22274637', '0.22620322', '2.86869097']
CFI = 2.32619 Paras = ['0.68816680', '5.23275375', '7.33513355', '5.23275375', '0.22620139', '2.86869693']
CFI = 2.32619 Paras = ['0.68816334', '5.24267197', '7.34504986', '5.24267197', '0.22620223', '2.86868930']
CFI = 2.32619 Paras = ['0.68816674', '5.25275040', '7.35512924', '5.25275040', '0.22620213', '2.86869693']
CFI = 2.32619 Paras = ['0.68816358', '5.26275349', '7.36513329', '5.26275349', '0.22620051', '2.86868978']
CFI = 2.32619 Paras = ['0.68816680', '5.27272320', '7.37510157', '5.27272320', '0.22620077', '2.86869669']
CFI = 2.32619 Paras = ['0.68816352', '5.28275061', '7.38512897', '5.28275061', '0.22620192', '2.86869025']
CFI = 2.32619 Paras = ['0.68816704', '5.29275370', '7.39513350', '5.29275417', '0.22620134', '2.86869740']
CFI = 2.32619 Paras = ['0.68816340', '5.30275345', '7.40513277', '5.30275393', '0.22620393', '2.86868978']
CFI = 2.32619 Paras = ['0.68816680', '5.31271172', '7.41509008', '5.31271172', '0.22620237', '2.86869669']
CFI = 2.32619 Paras = ['0.68816400', '5.32268715', '7.42506456', '5.32268715', '0.22620209', '2.86869097']
CFI = 2.32619 Paras = ['0.68816608', '5.33275080', '7.43512964', '5.33275080', '0.22620326', '2.86869550']
CFI = 2.32619 Paras = ['0.68816370', '5.34275150', '7.44513035', '5.34275150', '0.22620249', '2.86869025']
CFI = 2.32619 Paras = ['0.68816656', '5.35274935', '7.45512867', '5.35274887', '0.22619990', '2.86869597']
