0.26552, 1.57079637, 2.13440132
0.26552, 1.57079637, 2.13536191
0.26552, 1.57079637, 2.13672161
0.26552, 1.57079637, 2.13695431
0.26552, 1.57079637, 2.13872623
0.26552, 1.57079637, 2.13881373
0.26552, 1.57079637, 2.14076233
0.26552, 1.57079637, 2.14163232
0.26552, 1.57079637, 2.14259219
0.26552, 1.57079637, 2.14278603
0.26552, 1.57079637, 2.14465833
0.26552, 1.57079637, 2.14487553
0.26552, 1.57079637, 2.14658785
0.26552, 1.57079637, 2.14694595
0.26552, 1.57079637, 2.14798188
0.26552, 1.57079637, 2.14898658
0.26552, 1.57079637, 2.15061760
0.26552, 1.57079637, 2.15163636
0.26552, 1.57079637, 2.15168428
0.26552, 1.57079637, 2.15381575
0.26552, 1.57079637, 2.15381575
0.26552, 1.57079637, 2.15491390
0.26552, 1.57079637, 2.15661407
0.26552, 1.57079637, 2.15770125
0.26552, 1.57079637, 2.15875220
0.26552, 1.57079637, 2.15958834
0.26552, 1.57079637, 2.15981984
0.26552, 1.57079637, 2.16173363
0.26552, 1.57079637, 2.16181064
0.26552, 1.57079637, 2.16270900
0.26552, 1.57079637, 2.16451168
0.26552, 1.57079637, 2.16477251
0.26552, 1.57079637, 2.16671252
0.26552, 1.57079637, 2.16681170
0.26552, 1.57079637, 2.16791487
0.26552, 1.57079637, 2.16886234
0.26552, 1.57079637, 2.17052960
0.26552, 1.57079637, 2.17159772
0.26552, 1.57079637, 2.17250562
0.26552, 1.57079637, 2.17371345
0.26552, 1.57079637, 2.17467165
0.26552, 1.57079637, 2.17478776
0.26552, 1.57079637, 2.17666411
0.26552, 1.57079637, 2.17776465
0.26552, 1.57079637, 2.17776465
0.26552, 1.57079637, 2.17956901
0.26552, 1.57079637, 2.17986894
0.26552, 1.57079637, 2.18212128
0.26552, 1.57079637, 2.18246698
0.26552, 1.57079637, 2.18372774
0.26552, 1.57079637, 2.18372774
0.26552, 1.57079637, 2.18484426
0.26552, 1.57079637, 2.18606734
0.26552, 1.57079637, 2.18668199
0.26552, 1.57079637, 2.18803811
0.26552, 1.57079637, 2.18886185
0.26552, 1.57079637, 2.18982291
0.26552, 1.57079637, 2.19161177
0.26552, 1.57079637, 2.19185424
0.26552, 1.57079637, 2.19372392
0.26552, 1.57079637, 2.19463110
0.26552, 1.57079637, 2.19575930
0.26552, 1.57079637, 2.19575930
0.26552, 1.57079637, 2.19688439
0.26552, 1.57079637, 2.19776845
0.26552, 1.57079637, 2.19909143
0.26552, 1.57079637, 2.20034337
0.26552, 1.57079637, 2.20183301
0.26552, 1.57079637, 2.20184922
0.26552, 1.57079637, 2.20290780
0.26552, 1.57079637, 2.20475912
0.26552, 1.57079637, 2.20487785
0.26552, 1.57079637, 2.20564961
0.26552, 1.57079637, 2.20657039
0.26552, 1.57079637, 2.20876718
0.26552, 1.57079637, 2.20883989
0.26552, 1.57079637, 2.20960164
