9.999999776482582092e-03,1.033986473083496094e+01,-7.812100648880004883e-01,-1.938129067420959473e-01,2.647415995597839355e-01,-6.667001843452453613e-01,1.514284014701843262e-01,5.788266062736511230e-01,1.760043501853942871e-01
1.099999994039535522e-01,1.059737014770507812e+01,-8.901577591896057129e-01,1.550743263214826584e-02,1.233847141265869141e+00,-1.208346247673034668e+00,-2.686132788658142090e-01,6.118888854980468750e-01,1.684689670801162720e-01
2.100000083446502686e-01,1.087944602966308594e+01,-9.979416728019714355e-01,1.755264401435852051e+00,1.774938464164733887e+00,-1.364442229270935059e+00,-1.334204196929931641e+00,6.548621058464050293e-01,1.946264803409576416e-01
3.100000023841857910e-01,1.179713821411132812e+01,-9.481129646301269531e-01,1.781309485435485840e+00,1.779561400413513184e+00,-1.361478447914123535e+00,-1.360716342926025391e+00,7.335053682327270508e-01,1.800395697355270386e-01
4.099999964237213135e-01,1.163780403137207031e+01,-9.399571418762207031e-01,1.828839063644409180e+00,1.788541913032531738e+00,-1.385087132453918457e+00,-1.364703059196472168e+00,7.306164503097534180e-01,1.799819469451904297e-01
5.099999904632568359e-01,1.189276981353759766e+01,-9.123556613922119141e-01,2.043043613433837891e+00,2.029381036758422852e+00,-1.096110582351684570e+00,-1.097239851951599121e+00,7.378218173980712891e-01,2.025569826364517212e-01
6.100000143051147461e-01,1.189704608917236328e+01,-8.979954719543457031e-01,2.138913154602050781e+00,2.120404243469238281e+00,-9.995220899581909180e-01,-1.002140641212463379e+00,7.373963594436645508e-01,2.101439237594604492e-01
7.100000381469726562e-01,1.189496421813964844e+01,-8.848948478698730469e-01,2.232253551483154297e+00,2.209135770797729492e+00,-9.053119421005249023e-01,-9.091728925704956055e-01,7.394585609436035156e-01,2.180280536413192749e-01
8.100000023841857910e-01,1.192093658447265625e+01,-8.864384889602661133e-01,2.378502368927001953e+00,2.378499507904052734e+00,-7.630922198295593262e-01,-7.630971074104309082e-01,7.400774359703063965e-01,2.177393287420272827e-01
9.100000262260437012e-01,1.192094707489013672e+01,-8.863376975059509277e-01,2.479416608810424805e+00,2.479421377182006836e+00,-6.621712446212768555e-01,-6.621711254119873047e-01,7.397000193595886230e-01,2.176386266946792603e-01
1.009999990463256836e+00,1.192093563079833984e+01,-8.867681622505187988e-01,2.578674316406250000e+00,2.578656435012817383e+00,-5.629189014434814453e-01,-5.629148483276367188e-01,7.402616739273071289e-01,2.178001999855041504e-01
1.110000014305114746e+00,1.192092800140380859e+01,-8.871514201164245605e-01,2.678494453430175781e+00,2.678501367568969727e+00,-4.630955457687377930e-01,-4.630864858627319336e-01,7.409244775772094727e-01,2.180665433406829834e-01
1.210000038146972656e+00,1.192092704772949219e+01,-8.867526650428771973e-01,2.778464078903198242e+00,2.778458595275878906e+00,-3.631378114223480225e-01,-3.631195724010467529e-01,7.405974864959716797e-01,2.179704308509826660e-01
1.310000061988830566e+00,1.192063617706298828e+01,-8.868668079376220703e-01,2.876393556594848633e+00,2.876391172409057617e+00,-2.651787996292114258e-01,-2.652010917663574219e-01,7.375334501266479492e-01,2.159405201673507690e-01
1.409999966621398926e+00,1.192093944549560547e+01,-8.867653608322143555e-01,2.978793382644653320e+00,2.978791475296020508e+00,-1.627930551767349243e-01,-1.627964526414871216e-01,7.407138347625732422e-01,2.180753797292709351e-01
1.509999990463256836e+00,1.192087173461914062e+01,-8.875222206115722656e-01,3.077755689620971680e+00,3.077752113342285156e+00,-6.385994702577590942e-02,-6.387128680944442749e-02,7.416298389434814453e-01,2.181299626827239990e-01
1.610000014305114746e+00,1.192090988159179688e+01,-8.872961997985839844e-01,3.177983999252319336e+00,3.177964687347412109e+00,3.637211024761199951e-02,3.635946288704872131e-02,7.408511042594909668e-01,2.177936732769012451e-01
1.710000038146972656e+00,1.192094230651855469e+01,-8.864139318466186523e-01,3.278997659683227539e+00,3.278987646102905273e+00,1.373981237411499023e-01,1.374054104089736938e-01,7.403957843780517578e-01,2.179104834794998169e-01
1.810000061988830566e+00,1.191399192810058594e+01,-8.864887952804565430e-01,3.355566740036010742e+00,3.348659038543701172e+00,2.113772779703140259e-01,2.108461707830429077e-01,7.395391464233398438e-01,2.175066322088241577e-01
1.909999966621398926e+00,1.190949821472167969e+01,-8.863600492477416992e-01,3.446286201477050781e+00,3.438355207443237305e+00,3.064410388469696045e-01,3.083478510379791260e-01,7.391828298568725586e-01,2.171810120344161987e-01
2.009999990463256836e+00,1.190198040008544922e+01,-8.875463008880615234e-01,3.535615444183349609e+00,3.522610425949096680e+00,3.975095748901367188e-01,4.005945920944213867e-01,7.394036054611206055e-01,2.164877355098724365e-01
2.110000133514404297e+00,1.192094135284423828e+01,-8.863404989242553711e-01,3.678805112838745117e+00,3.678803205490112305e+00,5.372127294540405273e-01,5.372066497802734375e-01,7.399722337722778320e-01,2.177724838256835938e-01
2.210000038146972656e+00,1.192092227935791016e+01,-8.864147067070007324e-01,3.778546333312988281e+00,3.778564214706420898e+00,6.369327902793884277e-01,6.369387507438659668e-01,7.399067878723144531e-01,2.178312391042709351e-01
2.309999942779541016e+00,1.192092037200927734e+01,-8.862583041191101074e-01,3.878613710403442383e+00,3.878624916076660156e+00,7.370147705078125000e-01,7.370066046714782715e-01,7.394915819168090820e-01,2.175970822572708130e-01
2.410000085830688477e+00,1.192092418670654297e+01,-8.869256973266601562e-01,3.978103876113891602e+00,3.978114366531372070e+00,8.365114331245422363e-01,8.365117907524108887e-01,7.407245635986328125e-01,2.179752141237258911e-01
2.509999990463256836e+00,1.192093276977539062e+01,-8.863890767097473145e-01,4.078808784484863281e+00,4.078808784484863281e+00,9.372113347053527832e-01,9.372140169143676758e-01,7.395662665367126465e-01,2.176457792520523071e-01
2.610000133514404297e+00,1.192091941833496094e+01,-8.866793513298034668e-01,4.177808284759521484e+00,4.177800655364990234e+00,1.036215066909790039e+00,1.036219000816345215e+00,7.402199506759643555e-01,2.178534269332885742e-01
2.710000038146972656e+00,1.192093372344970703e+01,-8.862749338150024414e-01,4.278975009918212891e+00,4.278969287872314453e+00,1.137377858161926270e+00,1.137376189231872559e+00,7.395023107528686523e-01,2.176677137613296509e-01
2.810000181198120117e+00,1.192094421386718750e+01,-8.865081667900085449e-01,4.378916263580322266e+00,4.378916740417480469e+00,1.237321734428405762e+00,1.237320899963378906e+00,7.399172186851501465e-01,2.177463471889495850e-01
