2.910000085830688477e+00,1.192083740234375000e+01,-8.857002258300781250e-01,4.478661537170410156e+00,4.478670597076416016e+00,1.337094426155090332e+00,1.337089300155639648e+00,7.383025884628295898e-01,2.176765054464340210e-01
3.009999990463256836e+00,1.192093563079833984e+01,-8.871697783470153809e-01,4.578777313232421875e+00,4.578775882720947266e+00,1.437182426452636719e+00,1.437185764312744141e+00,7.409200668334960938e-01,2.178953737020492554e-01
3.110000133514404297e+00,1.192090988159179688e+01,-8.866650462150573730e-01,4.678059101104736328e+00,4.678078174591064453e+00,1.536488890647888184e+00,1.536511898040771484e+00,7.398601770401000977e-01,2.178281098604202271e-01
3.210000038146972656e+00,1.191752052307128906e+01,-8.868222832679748535e-01,4.763784885406494141e+00,4.760925769805908203e+00,1.619583249092102051e+00,1.619181156158447266e+00,7.401000261306762695e-01,2.178347855806350708e-01
3.309999942779541016e+00,1.192094802856445312e+01,-8.867392539978027344e-01,4.879100322723388672e+00,4.879112720489501953e+00,1.737508893013000488e+00,1.737514972686767578e+00,7.402283549308776855e-01,2.178105562925338745e-01
3.410000085830688477e+00,1.192019653320312500e+01,-8.854376077651977539e-01,4.972414970397949219e+00,4.972135066986083984e+00,1.830735802650451660e+00,1.831091761589050293e+00,7.391353845596313477e-01,2.181515395641326904e-01
3.509999990463256836e+00,1.191942977905273438e+01,-8.861994743347167969e-01,5.067847251892089844e+00,5.067566394805908203e+00,1.926634669303894043e+00,1.927361965179443359e+00,7.399522066116333008e-01,2.178849130868911743e-01
3.610000133514404297e+00,1.192094707489013672e+01,-8.868258595466613770e-01,5.179149150848388672e+00,5.179144859313964844e+00,2.037565469741821289e+00,2.037561893463134766e+00,7.400971055030822754e-01,2.177919149398803711e-01
3.710000038146972656e+00,1.191743755340576172e+01,-8.870081901550292969e-01,5.260307312011718750e+00,5.263152122497558594e+00,2.118799448013305664e+00,2.120710611343383789e+00,7.397522330284118652e-01,2.178803384304046631e-01
3.809999942779541016e+00,1.191817188262939453e+01,-8.864179253578186035e-01,5.364271640777587891e+00,5.364099025726318359e+00,2.222961664199829102e+00,2.224591255187988281e+00,7.400630116462707520e-01,2.176381498575210571e-01
3.910000085830688477e+00,1.191634178161621094e+01,-8.869714140892028809e-01,5.457327842712402344e+00,5.456673145294189453e+00,2.316331863403320312e+00,2.318842411041259766e+00,7.401466369628906250e-01,2.175945490598678589e-01
4.010000228881835938e+00,1.191526699066162109e+01,-8.874414563179016113e-01,5.555960655212402344e+00,5.555641651153564453e+00,2.414865970611572266e+00,2.418238162994384766e+00,7.408099174499511719e-01,2.178438305854797363e-01
4.110000133514404297e+00,1.191404151916503906e+01,-8.869453668594360352e-01,5.652714252471923828e+00,5.651389122009277344e+00,2.511645317077636719e+00,2.515408039093017578e+00,7.398832440376281738e-01,2.175645232200622559e-01
4.210000038146972656e+00,1.191363906860351562e+01,-8.879815936088562012e-01,5.752805233001708984e+00,5.751066207885742188e+00,2.611372947692871094e+00,2.615283489227294922e+00,7.418831586837768555e-01,2.181947976350784302e-01
4.310000419616699219e+00,1.191339206695556641e+01,-8.875176310539245605e-01,5.852503776550292969e+00,5.851468563079833984e+00,2.710737705230712891e+00,2.715207338333129883e+00,7.408798933029174805e-01,2.177885174751281738e-01
4.410000324249267578e+00,1.192095279693603516e+01,-8.873520493507385254e-01,5.979725360870361328e+00,5.979722499847412109e+00,2.838133335113525391e+00,2.838130235671997070e+00,7.402139902114868164e-01,2.179099172353744507e-01
4.510000228881835938e+00,1.192088222503662109e+01,-8.864752650260925293e-01,6.076995372772216797e+00,6.076959609985351562e+00,2.935365676879882812e+00,2.935368061065673828e+00,7.402363419532775879e-01,2.178577631711959839e-01
4.610000133514404297e+00,1.191243267059326172e+01,-8.869039416313171387e-01,6.147061824798583984e+00,6.143445968627929688e+00,3.010585784912109375e+00,3.009266138076782227e+00,7.405184507369995117e-01,2.178659886121749878e-01
4.710000038146972656e+00,1.192090415954589844e+01,-8.867614865303039551e-01,6.277340888977050781e+00,6.277338504791259766e+00,3.135741949081420898e+00,3.135747432708740234e+00,7.403708100318908691e-01,2.178495228290557861e-01
4.809999942779541016e+00,1.192094993591308594e+01,-8.866872191429138184e-01,6.379107952117919922e+00,6.379112720489501953e+00,3.237514734268188477e+00,3.237515687942504883e+00,7.404527664184570312e-01,2.178879529237747192e-01
4.909999847412109375e+00,1.192088317871093750e+01,-8.855497241020202637e-01,6.477239608764648438e+00,6.477233886718750000e+00,3.335665702819824219e+00,3.335653781890869141e+00,7.403905391693115234e-01,2.178947925567626953e-01
5.010000228881835938e+00,1.192095565795898438e+01,-8.870326280593872070e-01,6.579560756683349609e+00,6.579557895660400391e+00,3.437963008880615234e+00,3.437962532043457031e+00,7.402290105819702148e-01,2.177764177322387695e-01
5.110000133514404297e+00,1.191956138610839844e+01,-8.870021104812622070e-01,6.669473648071289062e+00,6.669635295867919922e+00,3.526810884475708008e+00,3.527015686035156250e+00,7.406522035598754883e-01,2.179648578166961670e-01
5.210000038146972656e+00,1.191764068603515625e+01,-8.860568404197692871e-01,6.763424396514892578e+00,6.763426303863525391e+00,3.619155645370483398e+00,3.619703054428100586e+00,7.396309971809387207e-01,2.175468951463699341e-01
5.309999942779541016e+00,1.192090415954589844e+01,-8.872382044792175293e-01,6.878108501434326172e+00,6.878098011016845703e+00,3.736515760421752930e+00,3.736513376235961914e+00,7.396092414855957031e-01,2.171326279640197754e-01
5.409999847412109375e+00,1.192094612121582031e+01,-8.863928914070129395e-01,6.979412078857421875e+00,6.979408264160156250e+00,3.837814331054687500e+00,3.837812900543212891e+00,7.396931648254394531e-01,2.177774757146835327e-01
5.510000228881835938e+00,1.192089366912841797e+01,-8.866924047470092773e-01,7.077539920806884766e+00,7.077530860900878906e+00,3.935954093933105469e+00,3.935986757278442383e+00,7.400687336921691895e-01,2.178532630205154419e-01
5.610000133514404297e+00,1.192091655731201172e+01,-8.870654702186584473e-01,7.178072929382324219e+00,7.178053855895996094e+00,4.036462783813476562e+00,4.036471366882324219e+00,7.407439351081848145e-01,2.177708595991134644e-01
5.710000038146972656e+00,1.192091274261474609e+01,-8.864187598228454590e-01,7.277853488922119141e+00,7.277839660644531250e+00,4.136245727539062500e+00,4.136243820190429688e+00,7.397635579109191895e-01,2.176492363214492798e-01
5.809999942779541016e+00,1.192092227935791016e+01,-8.863791823387145996e-01,7.378127574920654297e+00,7.378127574920654297e+00,4.236539840698242188e+00,4.236542224884033203e+00,7.397579550743103027e-01,2.176920324563980103e-01
5.910000324249267578e+00,1.192093467712402344e+01,-8.859657049179077148e-01,7.480550765991210938e+00,7.480549335479736328e+00,4.338957309722900391e+00,4.338957309722900391e+00,7.391995191574096680e-01,2.175353318452835083e-01
6.010000228881835938e+00,1.192020893096923828e+01,-8.871843218803405762e-01,7.571760177612304688e+00,7.572040557861328125e+00,4.430596351623535156e+00,4.430952072143554688e+00,7.408016920089721680e-01,2.179536223411560059e-01
6.110000133514404297e+00,1.191925907135009766e+01,-8.872298002243041992e-01,7.665303707122802734e+00,7.666084289550781250e+00,4.524666786193847656e+00,4.525454044342041016e+00,7.403806447982788086e-01,2.177118510007858276e-01
6.210000038146972656e+00,1.191873264312744141e+01,-8.867822289466857910e-01,7.764282226562500000e+00,7.764867782592773438e+00,4.623988151550292969e+00,4.624968051910400391e+00,7.398055791854858398e-01,2.176724970340728760e-01
