9.999999776482582092e-03,2.426622509956359863e-01,-5.077775940299034119e-02,3.121014237403869629e-01,3.112709224224090576e-01,3.104608356952667236e-01,2.115211077034473419e-02,-8.448312282562255859e-01
1.099999994039535522e-01,2.427552789449691772e-01,3.163801908493041992e+00,3.974263370037078857e-01,3.983736038208007812e-01,3.969042599201202393e-01,-2.129359729588031769e-02,-5.238917827606201172e+00
2.100000083446502686e-01,2.404595911502838135e-01,3.167997360229492188e+00,3.969728648662567139e-01,3.984530866146087646e-01,3.972361683845520020e-01,-2.124925889074802399e-02,-5.237016677856445312e+00
3.100000023841857910e-01,2.427549362182617188e-01,3.170303821563720703e+00,5.954099297523498535e-01,5.966184735298156738e-01,5.952583551406860352e-01,-2.118743211030960083e-02,-5.240647792816162109e+00
4.099999964237213135e-01,2.427553385496139526e-01,3.168877601623535156e+00,6.961955428123474121e-01,6.974407434463500977e-01,6.960894465446472168e-01,-2.123949304223060608e-02,-5.236274242401123047e+00
5.099999904632568359e-01,2.427553683519363403e-01,3.169328689575195312e+00,7.964366078376770020e-01,7.976721525192260742e-01,7.963134646415710449e-01,-2.124001085758209229e-02,-5.237856864929199219e+00
6.100000143051147461e-01,2.427553534507751465e-01,3.168949127197265625e+00,8.962489962577819824e-01,8.974912166595458984e-01,8.961398601531982422e-01,-2.124129235744476318e-02,-5.236465930938720703e+00
7.100000381469726562e-01,2.427553236484527588e-01,3.169571161270141602e+00,9.961729645729064941e-01,9.974010586738586426e-01,9.960457682609558105e-01,-2.124204486608505249e-02,-5.238410472869873047e+00
8.100000023841857910e-01,2.427553236484527588e-01,3.168805837631225586e+00,1.096219420433044434e+00,1.097464203834533691e+00,1.096115231513977051e+00,-2.123815566301345825e-02,-5.235951900482177734e+00
9.100000262260437012e-01,2.427553832530975342e-01,3.169290781021118164e+00,1.196397781372070312e+00,1.197632789611816406e+00,1.196278333663940430e+00,-2.124318666756153107e-02,-5.237586975097656250e+00
1.009999990463256836e+00,2.427553236484527588e-01,3.168848514556884766e+00,1.296178460121154785e+00,1.297430634498596191e+00,1.296076059341430664e+00,-2.123644761741161346e-02,-5.236060619354248047e+00
1.110000014305114746e+00,2.427553385496139526e-01,3.169482707977294922e+00,1.396227002143859863e+00,1.397455811500549316e+00,1.396100878715515137e+00,-2.124171145260334015e-02,-5.238180160522460938e+00
1.210000038146972656e+00,2.427553385496139526e-01,3.168962955474853516e+00,1.496247172355651855e+00,1.497491002082824707e+00,1.496138453483581543e+00,-2.124134637415409088e-02,-5.236440181732177734e+00
1.310000061988830566e+00,2.427552789449691772e-01,3.169691801071166992e+00,1.596063852310180664e+00,1.597292065620422363e+00,1.595931529998779297e+00,-2.124010585248470306e-02,-5.238826274871826172e+00
1.409999966621398926e+00,2.427553683519363403e-01,3.168976068496704102e+00,1.696318387985229492e+00,1.697559595108032227e+00,1.696213841438293457e+00,-2.123589441180229187e-02,-5.236544132232666016e+00
1.509999990463256836e+00,2.427553534507751465e-01,3.169515609741210938e+00,1.796308517456054688e+00,1.797534465789794922e+00,1.796185374259948730e+00,-2.123463526368141174e-02,-5.238242149353027344e+00
