9.999999776482582092e-03,2.395782709121704102e+00,-7.838733196258544922e-01,9.209915064275264740e-03,8.753487840294837952e-03,9.068568237125873566e-03,2.678618133068084717e-01,6.926741451025009155e-02
1.999999955296516418e-02,2.395779609680175781e+00,-7.857188582420349121e-01,1.809061877429485321e-02,1.817752048373222351e-02,1.811803504824638367e-02,2.678685486316680908e-01,6.795555353164672852e-02
2.999999932944774628e-02,2.395781517028808594e+00,-7.853848934173583984e-01,2.844048477709293365e-02,2.845062874257564545e-02,2.844076044857501984e-02,2.679102718830108643e-01,6.821397691965103149e-02
3.999999910593032837e-02,2.395777463912963867e+00,-7.854138016700744629e-01,3.781918436288833618e-02,3.781747445464134216e-02,3.781885653734207153e-02,2.679114639759063721e-01,6.818915903568267822e-02
4.999999701976776123e-02,2.395781993865966797e+00,-7.853993773460388184e-01,4.855620488524436951e-02,4.855398088693618774e-02,4.855174571275711060e-02,2.679109275341033936e-01,6.820078939199447632e-02
5.999999865889549255e-02,2.395776510238647461e+00,-7.854017019271850586e-01,5.765517801046371460e-02,5.765549466013908386e-02,5.765505507588386536e-02,2.679148018360137939e-01,6.820043176412582397e-02
7.000000029802322388e-02,2.395781278610229492e+00,-7.854040265083312988e-01,6.839672476053237915e-02,6.839535385370254517e-02,6.839556246995925903e-02,2.679064869880676270e-01,6.819591671228408813e-02
7.999999821186065674e-02,2.395779848098754883e+00,-7.854065895080566406e-01,7.816181331872940063e-02,7.816104590892791748e-02,7.815998792648315430e-02,2.679035663604736328e-01,6.819841265678405762e-02
8.999999612569808960e-02,2.395778417587280273e+00,-7.853947877883911133e-01,8.793824166059494019e-02,8.792439848184585571e-02,8.792498707771301270e-02,2.679102420806884766e-01,6.820453703403472900e-02
9.999999403953552246e-02,2.395781517028808594e+00,-7.853958010673522949e-01,9.846065193414688110e-02,9.845864027738571167e-02,9.845941513776779175e-02,2.679073214530944824e-01,6.820229440927505493e-02
1.099999994039535522e-01,2.395772933959960938e+00,-7.854129672050476074e-01,1.072456985712051392e-01,1.072307005524635315e-01,1.072306260466575623e-01,2.679085731506347656e-01,6.818994879722595215e-02
1.199999973177909851e-01,2.395776033401489258e+00,-7.853996157646179199e-01,1.175903454422950745e-01,1.175875887274742126e-01,1.175900176167488098e-01,2.679131627082824707e-01,6.820133328437805176e-02
1.299999952316284180e-01,2.395783662796020508e+00,-7.854562401771545410e-01,1.289133578538894653e-01,1.289111226797103882e-01,1.289117485284805298e-01,2.678844332695007324e-01,6.812480092048645020e-02
1.400000005960464478e-01,2.395779848098754883e+00,-7.853569984436035156e-01,1.381547302007675171e-01,1.381633281707763672e-01,1.381601393222808838e-01,2.678744494915008545e-01,6.826689094305038452e-02
1.499999910593032837e-01,2.395780801773071289e+00,-7.854457497596740723e-01,1.483360677957534790e-01,1.483341902494430542e-01,1.483390778303146362e-01,2.679193019866943359e-01,6.818782538175582886e-02
1.599999964237213135e-01,2.395779609680175781e+00,-7.851514816284179688e-01,1.581263095140457153e-01,1.581264436244964600e-01,1.581247895956039429e-01,2.678744196891784668e-01,6.826417148113250732e-02
1.700000017881393433e-01,2.395781278610229492e+00,-7.854415774345397949e-01,1.684104502201080322e-01,1.684116721153259277e-01,1.684112697839736938e-01,2.679144740104675293e-01,6.817480921745300293e-02
1.800000071525573730e-01,2.395782947540283203e+00,-7.854043245315551758e-01,1.787738949060440063e-01,1.787717342376708984e-01,1.787755936384201050e-01,2.679123282432556152e-01,6.819349527359008789e-02
1.899999976158142090e-01,2.395781755447387695e+00,-7.854040861129760742e-01,1.885146498680114746e-01,1.885170340538024902e-01,1.885124295949935913e-01,2.679087221622467041e-01,6.819522380828857422e-02
2.000000029802322388e-01,2.395782709121704102e+00,-7.853929996490478516e-01,1.986744105815887451e-01,1.986818909645080566e-01,1.986832469701766968e-01,2.678853571414947510e-01,6.822299212217330933e-02
2.100000083446502686e-01,2.395780801773071289e+00,-7.853946685791015625e-01,2.083259969949722290e-01,2.083272188901901245e-01,2.083263248205184937e-01,2.679044008255004883e-01,6.820288300514221191e-02
2.199999988079071045e-01,2.395780563354492188e+00,-7.853967547416687012e-01,2.182858735322952271e-01,2.182839661836624146e-01,2.182883918285369873e-01,2.678885161876678467e-01,6.821016967296600342e-02
2.300000041723251343e-01,2.395780086517333984e+00,-7.853975892066955566e-01,2.282124161720275879e-01,2.282168716192245483e-01,2.282104939222335815e-01,2.678993046283721924e-01,6.820935010910034180e-02
2.399999946355819702e-01,2.395783424377441406e+00,-7.853943705558776855e-01,2.389241605997085571e-01,2.389257699251174927e-01,2.389242500066757202e-01,2.679027020931243896e-01,6.820377707481384277e-02
2.500000000000000000e-01,2.395781278610229492e+00,-7.853980660438537598e-01,2.484020143747329712e-01,2.484060376882553101e-01,2.484048604965209961e-01,2.679033577442169189e-01,6.820084899663925171e-02
2.599999904632568359e-01,2.395782947540283203e+00,-7.854104638099670410e-01,2.587438821792602539e-01,2.587385773658752441e-01,2.587398886680603027e-01,2.679110169410705566e-01,6.818575412034988403e-02
2.700000107288360596e-01,2.395780563354492188e+00,-7.854096293449401855e-01,2.682540118694305420e-01,2.682533264160156250e-01,2.682541012763977051e-01,2.679120004177093506e-01,6.818811595439910889e-02
2.800000011920928955e-01,2.395783424377441406e+00,-7.854186296463012695e-01,2.789077460765838623e-01,2.789037823677062988e-01,2.788991630077362061e-01,2.679072916507720947e-01,6.818877160549163818e-02
2.899999916553497314e-01,2.395777463912963867e+00,-7.854195237159729004e-01,2.877876162528991699e-01,2.877900600433349609e-01,2.877962887287139893e-01,2.679312527179718018e-01,6.816749274730682373e-02
3.000000119209289551e-01,2.395778656005859375e+00,-7.854747772216796875e-01,2.979734539985656738e-01,2.979675531387329102e-01,2.979721128940582275e-01,2.678382694721221924e-01,6.809353828430175781e-02
3.100000023841857910e-01,2.395781993865966797e+00,-7.855444550514221191e-01,3.086476027965545654e-01,3.086627423763275146e-01,3.086431622505187988e-01,2.677735388278961182e-01,6.841631233692169189e-02
3.199999928474426270e-01,2.395781755447387695e+00,-7.854064702987670898e-01,3.185019493103027344e-01,3.184997439384460449e-01,3.185088932514190674e-01,2.678183317184448242e-01,6.819207221269607544e-02
3.299999833106994629e-01,2.395777940750122070e+00,-7.852867245674133301e-01,3.278875052928924561e-01,3.278852403163909912e-01,3.278929889202117920e-01,2.677822113037109375e-01,6.807603687047958374e-02
3.399999737739562988e-01,2.395762681961059570e+00,-7.853863239288330078e-01,3.362807035446166992e-01,3.362821042537689209e-01,3.362816274166107178e-01,2.678580284118652344e-01,6.811655312776565552e-02
3.499999940395355225e-01,2.395777702331542969e+00,-7.853897809982299805e-01,3.478454053401947021e-01,3.478423953056335449e-01,3.478450179100036621e-01,2.679133713245391846e-01,6.820012629032135010e-02
3.599999845027923584e-01,2.395781278610229492e+00,-7.853999733924865723e-01,3.584003746509552002e-01,3.583995401859283447e-01,3.583966195583343506e-01,2.679081857204437256e-01,6.819593161344528198e-02
3.699999749660491943e-01,2.395780324935913086e+00,-7.854022979736328125e-01,3.682413995265960693e-01,3.682422637939453125e-01,3.682398498058319092e-01,2.678989768028259277e-01,6.820072233676910400e-02
3.799999952316284180e-01,2.395771741867065430e+00,-7.853872776031494141e-01,3.771190047264099121e-01,3.771196603775024414e-01,3.771182894706726074e-01,2.678964436054229736e-01,6.820448487997055054e-02
3.899999856948852539e-01,2.395776033401489258e+00,-7.853929996490478516e-01,3.875977694988250732e-01,3.875989615917205811e-01,3.875966072082519531e-01,2.679049074649810791e-01,6.819996237754821777e-02
3.999999761581420898e-01,2.395781278610229492e+00,-7.853969931602478027e-01,3.984093368053436279e-01,3.984093964099884033e-01,3.984060585498809814e-01,2.679075300693511963e-01,6.819926947355270386e-02
4.099999964237213135e-01,2.395782947540283203e+00,-7.853964567184448242e-01,4.087975621223449707e-01,4.087962508201599121e-01,4.087981581687927246e-01,2.679004669189453125e-01,6.819864362478256226e-02
4.199999868869781494e-01,2.395780324935913086e+00,-7.853996753692626953e-01,4.182355105876922607e-01,4.182336926460266113e-01,4.182337522506713867e-01,2.679055929183959961e-01,6.819932162761688232e-02
4.300000071525573730e-01,2.395782470703125000e+00,-7.853931784629821777e-01,4.286291301250457764e-01,4.286293685436248779e-01,4.286283254623413086e-01,2.678647339344024658e-01,6.819690018892288208e-02
4.399999976158142090e-01,2.395780086517333984e+00,-7.853415012359619141e-01,4.381962716579437256e-01,4.381956160068511963e-01,4.382006525993347168e-01,2.679246664047241211e-01,6.817607581615447998e-02
4.499999880790710449e-01,2.395777463912963867e+00,-7.854404449462890625e-01,4.477849304676055908e-01,4.477787315845489502e-01,4.477795660495758057e-01,2.679252028465270996e-01,6.817521899938583374e-02
4.600000083446502686e-01,2.395779848098754883e+00,-7.853937149047851562e-01,4.581742584705352783e-01,4.581724703311920166e-01,4.581749737262725830e-01,2.679113447666168213e-01,6.820297241210937500e-02
4.699999988079071045e-01,2.395782947540283203e+00,-7.853757143020629883e-01,4.687738716602325439e-01,4.687772095203399658e-01,4.687767624855041504e-01,2.678844630718231201e-01,6.817963719367980957e-02
4.799999892711639404e-01,2.395783662796020508e+00,-7.853828668594360352e-01,4.789756834506988525e-01,4.789700508117675781e-01,4.789732694625854492e-01,2.678862810134887695e-01,6.818173825740814209e-02
4.899999797344207764e-01,2.395774602890014648e+00,-7.853782773017883301e-01,4.874449074268341064e-01,4.874041974544525146e-01,4.874199032783508301e-01,2.678979635238647461e-01,6.819695979356765747e-02
4.999999701976776123e-01,2.395780563354492188e+00,-7.853773236274719238e-01,4.982960820198059082e-01,4.982945322990417480e-01,4.983021914958953857e-01,2.678900361061096191e-01,6.818354874849319458e-02
5.099999904632568359e-01,2.395780563354492188e+00,-7.853746414184570312e-01,5.082674622535705566e-01,5.082603693008422852e-01,5.082619190216064453e-01,2.678898572921752930e-01,6.817421317100524902e-02
5.199999809265136719e-01,2.395779609680175781e+00,-7.853847742080688477e-01,5.181162953376770020e-01,5.181111097335815430e-01,5.181202888488769531e-01,2.679056227207183838e-01,6.818924844264984131e-02
5.299999713897705078e-01,2.395773172378540039e+00,-7.853935360908508301e-01,5.272604227066040039e-01,5.272628664970397949e-01,5.272479057312011719e-01,2.679134309291839600e-01,6.819161772727966309e-02
5.399999618530273438e-01,2.395782709121704102e+00,-7.853978276252746582e-01,5.387311577796936035e-01,5.387281179428100586e-01,5.387279987335205078e-01,2.679117619991302490e-01,6.819949299097061157e-02
5.499999523162841797e-01,2.395776510238647461e+00,-7.853716611862182617e-01,5.476740598678588867e-01,5.476718544960021973e-01,5.476800799369812012e-01,2.679591178894042969e-01,6.816869229078292847e-02
5.600000023841857910e-01,2.395779371261596680e+00,-7.853252887725830078e-01,5.580745339393615723e-01,5.580782890319824219e-01,5.580745339393615723e-01,2.679529190063476562e-01,6.812104582786560059e-02
5.699999928474426270e-01,2.395780563354492188e+00,-7.853485345840454102e-01,5.682653784751892090e-01,5.682669878005981445e-01,5.682653188705444336e-01,2.679013311862945557e-01,6.815876066684722900e-02
5.799999833106994629e-01,2.395775318145751953e+00,-7.853705286979675293e-01,5.775120258331298828e-01,5.775135755538940430e-01,5.775136947631835938e-01,2.678848505020141602e-01,6.816999614238739014e-02
5.899999737739562988e-01,2.395779848098754883e+00,-7.854028940200805664e-01,5.881625413894653320e-01,5.881600975990295410e-01,5.881628394126892090e-01,2.679216861724853516e-01,6.820593774318695068e-02
5.999999642372131348e-01,2.395776033401489258e+00,-7.853943109512329102e-01,5.975925326347351074e-01,5.975891351699829102e-01,5.975927114486694336e-01,2.679065167903900146e-01,6.819335371255874634e-02
6.100000143051147461e-01,2.395776271820068359e+00,-7.854000329971313477e-01,6.076222062110900879e-01,6.076260209083557129e-01,6.076237559318542480e-01,2.679202556610107422e-01,6.820216029882431030e-02
6.200000047683715820e-01,2.395781755447387695e+00,-7.854030728340148926e-01,6.184865236282348633e-01,6.184846162796020508e-01,6.184861063957214355e-01,2.679220139980316162e-01,6.820499897003173828e-02
6.299999952316284180e-01,2.395778894424438477e+00,-7.854060530662536621e-01,6.280009746551513672e-01,6.280018687248229980e-01,6.280046105384826660e-01,2.679193615913391113e-01,6.820638477802276611e-02
6.399999856948852539e-01,2.395780086517333984e+00,-7.853981256484985352e-01,6.382040977478027344e-01,6.382063031196594238e-01,6.382063031196594238e-01,2.679086625576019287e-01,6.820128858089447021e-02
6.499999761581420898e-01,2.395781755447387695e+00,-7.853979468345642090e-01,6.485110521316528320e-01,6.485128402709960938e-01,6.485104560852050781e-01,2.679021060466766357e-01,6.819896399974822998e-02
6.599999666213989258e-01,2.395780086517333984e+00,-7.854029536247253418e-01,6.582138538360595703e-01,6.582103967666625977e-01,6.582129597663879395e-01,2.679077684879302979e-01,6.819803267717361450e-02
6.699999570846557617e-01,2.395782232284545898e+00,-7.854009270668029785e-01,6.686394214630126953e-01,6.686320304870605469e-01,6.686319708824157715e-01,2.678959369659423828e-01,6.820495426654815674e-02
6.799999475479125977e-01,2.395778894424438477e+00,-7.853980660438537598e-01,6.780166625976562500e-01,6.780138611793518066e-01,6.780181527137756348e-01,2.679042220115661621e-01,6.819984316825866699e-02
6.899999976158142090e-01,2.395783424377441406e+00,-7.853811979293823242e-01,6.889090538024902344e-01,6.889038681983947754e-01,6.889056563377380371e-01,2.679328918457031250e-01,6.818044930696487427e-02
6.999999880790710449e-01,2.395780324935913086e+00,-7.854435443878173828e-01,6.982439160346984863e-01,6.982432603836059570e-01,6.982388496398925781e-01,2.679432630538940430e-01,6.822875142097473145e-02
7.099999785423278809e-01,2.395778894424438477e+00,-7.854234576225280762e-01,7.080112099647521973e-01,7.080075144767761230e-01,7.080088257789611816e-01,2.679363489151000977e-01,6.823562085628509521e-02
7.199999690055847168e-01,2.395774841308593750e+00,-7.854434847831726074e-01,7.174471020698547363e-01,7.174474596977233887e-01,7.174460291862487793e-01,2.679204046726226807e-01,6.823577731847763062e-02
7.299999594688415527e-01,2.395781040191650391e+00,-7.853885889053344727e-01,7.283834815025329590e-01,7.283787131309509277e-01,7.283905148506164551e-01,2.678405046463012695e-01,6.819725036621093750e-02
7.399999499320983887e-01,2.395782232284545898e+00,-7.854049205780029297e-01,7.386285662651062012e-01,7.386406064033508301e-01,7.386403083801269531e-01,2.679223418235778809e-01,6.820329278707504272e-02
7.499999403953552246e-01,2.395779132843017578e+00,-7.853965759277343750e-01,7.480374574661254883e-01,7.480401992797851562e-01,7.480325102806091309e-01,2.679136395454406738e-01,6.819541752338409424e-02
